User_ID,Date,City,Country,Latitude,Longitude,Sentiment,Message_Full,Message_Preview
User_93269,2025-12-15,Sydney,Australia,-33.4956,151.5586,Neutral,"Hello everyone, new user here. (MsgID: 758)","Hello everyone, new user here. (MsgID: 758)"
User_29786,2025-06-15,Cape Town,South Africa,-34.4152,17.8384,Negative,Error 505 constantly. Please fix. (MsgID: 423),Error 505 constantly. Please fix. (MsgID: 423)
User_92756,2025-02-04,Sydney,Australia,-34.4935,152.01,Neutral,Testing the message function. (MsgID: 552),Testing the message function. (MsgID: 552)
User_56129,2025-05-21,Berlin,Germany,52.9515,13.3896,Negative,Subscription is too expensive for this. (MsgID: 157),Subscription is too expensive for this. (MsgID: 15..
User_69233,2025-02-07,Moscow,Russia,55.1026,37.3882,Neutral,Is the server down for maintenance? (MsgID: 572),Is the server down for maintenance? (MsgID: 572)
User_47627,2025-01-30,New York,USA,41.3034,-73.454,Neutral,Is the server down for maintenance? (MsgID: 951),Is the server down for maintenance? (MsgID: 951)
User_87867,2025-11-27,London,UK,51.6681,-0.402,Negative,App crashes when I try to upload photos. (MsgID: 729),App crashes when I try to upload photos. (MsgID: 7..
User_82655,2025-07-16,Moscow,Russia,55.5357,37.3487,Negative,I hate the new interface design. (MsgID: 694),I hate the new interface design. (MsgID: 694)
User_84928,2025-01-22,Dubai,UAE,25.3343,55.1542,Neutral,Testing the message function. (MsgID: 929),Testing the message function. (MsgID: 929)
User_72341,2025-04-07,Toronto,Canada,43.8684,-79.4952,Neutral,Is the server down for maintenance? (MsgID: 719),Is the server down for maintenance? (MsgID: 719)
User_23566,2025-03-19,Moscow,Russia,54.862,37.7114,Neutral,"Just signed up, looking around. (MsgID: 561)","Just signed up, looking around. (MsgID: 561)"
User_76132,2025-06-25,Dubai,UAE,25.0598,54.8229,Negative,Error 505 constantly. Please fix. (MsgID: 186),Error 505 constantly. Please fix. (MsgID: 186)
User_67377,2025-03-30,Toronto,Canada,43.9739,-79.8453,Positive,Absolutely love the new features! Great job. (MsgID: 353),Absolutely love the new features! Great job. (MsgI..
User_30807,2025-09-26,Sydney,Australia,-34.0559,151.3479,Negative,Subscription is too expensive for this. (MsgID: 724),Subscription is too expensive for this. (MsgID: 72..
User_63578,2025-07-10,Mumbai,India,18.4536,72.7687,Positive,Sending love from Mumbai! ❤️ (MsgID: 496),Sending love from Mumbai! ❤️ (MsgID: 496)
User_16863,2025-06-23,Dubai,UAE,25.2355,54.7576,Positive,Works perfectly on my new phone. (MsgID: 712),Works perfectly on my new phone. (MsgID: 712)
User_18639,2025-11-20,Dubai,UAE,25.1011,55.7643,Positive,Works perfectly on my new phone. (MsgID: 442),Works perfectly on my new phone. (MsgID: 442)
User_60667,2025-02-18,Mumbai,India,19.6763,73.2178,Positive,Support team was super helpful today. (MsgID: 794),Support team was super helpful today. (MsgID: 794)
User_96057,2025-05-10,Berlin,Germany,52.8588,13.894,Neutral,"Update installed, no visible changes. (MsgID: 972)","Update installed, no visible changes. (MsgID: 972)"
User_86380,2025-03-18,Cape Town,South Africa,-33.7721,18.5961,Neutral,Is the server down for maintenance? (MsgID: 183),Is the server down for maintenance? (MsgID: 183)
User_95990,2025-03-14,Toronto,Canada,43.5297,-79.1951,Positive,Sending love from Toronto! ❤️ (MsgID: 417),Sending love from Toronto! ❤️ (MsgID: 417)
User_87993,2025-12-06,Singapore,Singapore,1.3235,103.8049,Neutral,Testing the message function. (MsgID: 232),Testing the message function. (MsgID: 232)
User_59372,2025-02-13,Singapore,Singapore,1.2997,103.4058,Negative,Why is it so slow in Singapore? (MsgID: 672),Why is it so slow in Singapore? (MsgID: 672)
User_99838,2025-06-18,Toronto,Canada,43.6825,-80.1463,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 786)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_65496,2025-02-17,Moscow,Russia,55.8115,37.7983,Negative,Error 505 constantly. Please fix. (MsgID: 786),Error 505 constantly. Please fix. (MsgID: 786)
User_50483,2025-07-05,Moscow,Russia,56.155,36.4588,Neutral,"Just signed up, looking around. (MsgID: 471)","Just signed up, looking around. (MsgID: 471)"
User_73736,2025-04-20,Tokyo,Japan,35.3277,139.8117,Positive,Sending love from Tokyo! ❤️ (MsgID: 884),Sending love from Tokyo! ❤️ (MsgID: 884)
User_20114,2025-04-26,Paris,France,49.2999,1.9362,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 258)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_80748,2025-02-21,Berlin,Germany,52.6306,13.1447,Neutral,"Hello everyone, new user here. (MsgID: 889)","Hello everyone, new user here. (MsgID: 889)"
User_54140,2025-09-27,Los Angeles,USA,33.9759,-118.1567,Neutral,"Just signed up, looking around. (MsgID: 777)","Just signed up, looking around. (MsgID: 777)"
User_59377,2025-11-13,Dubai,UAE,25.1924,56.0722,Neutral,How do I change my profile picture? (MsgID: 711),How do I change my profile picture? (MsgID: 711)
User_91885,2025-03-25,Tokyo,Japan,35.7566,140.0706,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 951)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_15726,2025-03-26,Dubai,UAE,25.2838,55.4505,Neutral,"Update installed, no visible changes. (MsgID: 548)","Update installed, no visible changes. (MsgID: 548)"
User_41133,2025-07-06,Sao Paulo,Brazil,-23.295,-47.0905,Positive,Works perfectly on my new phone. (MsgID: 836),Works perfectly on my new phone. (MsgID: 836)
User_68841,2025-11-09,Sydney,Australia,-34.1775,151.328,Neutral,Is the server down for maintenance? (MsgID: 870),Is the server down for maintenance? (MsgID: 870)
User_71474,2025-10-01,Paris,France,48.8309,2.4837,Negative,Login is broken again... (MsgID: 416),Login is broken again... (MsgID: 416)
User_84766,2025-04-10,Los Angeles,USA,34.1884,-117.6696,Neutral,Is the server down for maintenance? (MsgID: 794),Is the server down for maintenance? (MsgID: 794)
User_60052,2025-08-25,Sydney,Australia,-33.9665,151.5949,Positive,Sending love from Sydney! ❤️ (MsgID: 896),Sending love from Sydney! ❤️ (MsgID: 896)
User_36174,2025-09-28,Moscow,Russia,56.1746,37.8453,Neutral,Testing the message function. (MsgID: 265),Testing the message function. (MsgID: 265)
User_42768,2025-11-06,Dubai,UAE,25.0858,55.8211,Negative,Login is broken again... (MsgID: 993),Login is broken again... (MsgID: 993)
User_58655,2025-11-25,New York,USA,40.761,-74.4175,Positive,Best application I've used in a while. (MsgID: 995),Best application I've used in a while. (MsgID: 995..
User_77621,2025-02-22,Moscow,Russia,55.3173,37.0413,Positive,Works perfectly on my new phone. (MsgID: 966),Works perfectly on my new phone. (MsgID: 966)
User_31012,2025-03-05,Los Angeles,USA,33.6981,-117.6227,Neutral,Is the server down for maintenance? (MsgID: 185),Is the server down for maintenance? (MsgID: 185)
User_67340,2025-08-19,Berlin,Germany,52.2644,12.8758,Positive,Support team was super helpful today. (MsgID: 250),Support team was super helpful today. (MsgID: 250)
User_13495,2025-04-24,London,UK,51.5753,-0.4078,Neutral,Testing the message function. (MsgID: 457),Testing the message function. (MsgID: 457)
User_59015,2025-01-28,Sao Paulo,Brazil,-23.8258,-45.7323,Positive,Best application I've used in a while. (MsgID: 614),Best application I've used in a while. (MsgID: 614..
User_39430,2025-07-17,Paris,France,48.8803,2.8026,Neutral,"Just signed up, looking around. (MsgID: 483)","Just signed up, looking around. (MsgID: 483)"
User_95191,2025-06-13,New York,USA,40.157,-74.6642,Neutral,"Just signed up, looking around. (MsgID: 959)","Just signed up, looking around. (MsgID: 959)"
User_47601,2025-03-16,Mumbai,India,20.0074,73.1678,Neutral,How do I change my profile picture? (MsgID: 139),How do I change my profile picture? (MsgID: 139)
User_28191,2025-08-30,Los Angeles,USA,34.2901,-117.9023,Negative,Error 505 constantly. Please fix. (MsgID: 951),Error 505 constantly. Please fix. (MsgID: 951)
User_90654,2025-12-28,Dubai,UAE,25.1037,55.4276,Negative,I hate the new interface design. (MsgID: 559),I hate the new interface design. (MsgID: 559)
User_38266,2025-02-10,New York,USA,40.4112,-74.1183,Neutral,"Just signed up, looking around. (MsgID: 362)","Just signed up, looking around. (MsgID: 362)"
User_89807,2025-03-18,Los Angeles,USA,33.704,-118.6374,Positive,Support team was super helpful today. (MsgID: 844),Support team was super helpful today. (MsgID: 844)
User_47762,2025-08-05,Moscow,Russia,55.8278,38.1741,Positive,Absolutely love the new features! Great job. (MsgID: 894),Absolutely love the new features! Great job. (MsgI..
User_41252,2025-06-04,Paris,France,49.4624,2.6614,Positive,Absolutely love the new features! Great job. (MsgID: 148),Absolutely love the new features! Great job. (MsgI..
User_18232,2025-11-24,Sao Paulo,Brazil,-23.9435,-46.7232,Positive,Support team was super helpful today. (MsgID: 568),Support team was super helpful today. (MsgID: 568)
User_12154,2025-09-13,London,UK,51.1197,0.0926,Neutral,"Hello everyone, new user here. (MsgID: 648)","Hello everyone, new user here. (MsgID: 648)"
User_28818,2025-09-21,Toronto,Canada,43.4105,-79.2191,Neutral,"Hello everyone, new user here. (MsgID: 347)","Hello everyone, new user here. (MsgID: 347)"
User_56244,2025-08-08,Berlin,Germany,53.079,13.3749,Neutral,"Just signed up, looking around. (MsgID: 729)","Just signed up, looking around. (MsgID: 729)"
User_97080,2025-10-20,Paris,France,48.9067,2.1804,Negative,I hate the new interface design. (MsgID: 291),I hate the new interface design. (MsgID: 291)
User_18870,2025-02-13,Toronto,Canada,44.1335,-79.1934,Negative,Subscription is too expensive for this. (MsgID: 469),Subscription is too expensive for this. (MsgID: 46..
User_76535,2025-10-06,Moscow,Russia,55.475,37.3521,Neutral,"Hello everyone, new user here. (MsgID: 905)","Hello everyone, new user here. (MsgID: 905)"
User_71621,2025-01-11,Moscow,Russia,56.2156,37.4969,Negative,I hate the new interface design. (MsgID: 994),I hate the new interface design. (MsgID: 994)
User_43246,2025-11-22,New York,USA,40.2153,-74.2832,Neutral,Testing the message function. (MsgID: 482),Testing the message function. (MsgID: 482)
User_18855,2025-01-09,Singapore,Singapore,1.6733,103.5956,Neutral,Is the server down for maintenance? (MsgID: 907),Is the server down for maintenance? (MsgID: 907)
User_92346,2025-05-04,Mumbai,India,18.8066,72.9893,Neutral,"Update installed, no visible changes. (MsgID: 772)","Update installed, no visible changes. (MsgID: 772)"
User_53583,2025-10-25,London,UK,52.3965,-0.6229,Positive,Works perfectly on my new phone. (MsgID: 874),Works perfectly on my new phone. (MsgID: 874)
User_54374,2025-01-23,Tokyo,Japan,35.9297,139.8158,Positive,Sending love from Tokyo! ❤️ (MsgID: 659),Sending love from Tokyo! ❤️ (MsgID: 659)
User_99742,2025-11-26,Los Angeles,USA,34.542,-117.5943,Neutral,How do I change my profile picture? (MsgID: 950),How do I change my profile picture? (MsgID: 950)
User_33891,2025-12-23,Sydney,Australia,-34.0918,150.6614,Neutral,Testing the message function. (MsgID: 746),Testing the message function. (MsgID: 746)
User_69988,2025-03-11,Dubai,UAE,25.3306,55.27,Positive,Absolutely love the new features! Great job. (MsgID: 833),Absolutely love the new features! Great job. (MsgI..
User_36144,2025-05-31,New York,USA,40.3913,-73.3504,Neutral,How do I change my profile picture? (MsgID: 144),How do I change my profile picture? (MsgID: 144)
User_62196,2025-06-11,New York,USA,41.1034,-73.5644,Negative,Why is it so slow in New York? (MsgID: 627),Why is it so slow in New York? (MsgID: 627)
User_14799,2025-10-06,Los Angeles,USA,34.2798,-117.5923,Positive,Best application I've used in a while. (MsgID: 359),Best application I've used in a while. (MsgID: 359..
User_56789,2025-11-28,Dubai,UAE,24.7645,54.9863,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 392)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_45811,2025-01-25,Los Angeles,USA,34.0658,-118.5517,Positive,Works perfectly on my new phone. (MsgID: 439),Works perfectly on my new phone. (MsgID: 439)
User_67637,2025-07-08,London,UK,51.2587,0.1527,Neutral,Testing the message function. (MsgID: 509),Testing the message function. (MsgID: 509)
User_75211,2025-06-23,Sao Paulo,Brazil,-23.4181,-46.2999,Neutral,How do I change my profile picture? (MsgID: 608),How do I change my profile picture? (MsgID: 608)
User_20828,2025-09-23,Mumbai,India,18.607,72.3843,Neutral,Is the server down for maintenance? (MsgID: 920),Is the server down for maintenance? (MsgID: 920)
User_88964,2025-08-06,Singapore,Singapore,2.0211,103.9874,Neutral,"Just signed up, looking around. (MsgID: 540)","Just signed up, looking around. (MsgID: 540)"
User_52101,2025-04-03,Los Angeles,USA,34.0908,-118.5161,Negative,Subscription is too expensive for this. (MsgID: 400),Subscription is too expensive for this. (MsgID: 40..
User_48750,2025-02-10,London,UK,51.7229,-0.4961,Positive,Sending love from London! ❤️ (MsgID: 776),Sending love from London! ❤️ (MsgID: 776)
User_65851,2025-08-17,Berlin,Germany,52.154,13.4375,Neutral,"Hello everyone, new user here. (MsgID: 834)","Hello everyone, new user here. (MsgID: 834)"
User_68606,2025-12-20,Tokyo,Japan,35.382,140.1447,Neutral,Testing the message function. (MsgID: 459),Testing the message function. (MsgID: 459)
User_45986,2025-06-30,New York,USA,40.4992,-74.5689,Positive,Support team was super helpful today. (MsgID: 545),Support team was super helpful today. (MsgID: 545)
User_93560,2025-01-30,Toronto,Canada,44.1362,-79.2903,Neutral,"Just signed up, looking around. (MsgID: 787)","Just signed up, looking around. (MsgID: 787)"
User_99051,2025-07-06,Sao Paulo,Brazil,-23.8502,-46.5432,Neutral,"Hello everyone, new user here. (MsgID: 920)","Hello everyone, new user here. (MsgID: 920)"
User_89635,2025-01-16,Tokyo,Japan,35.7296,139.5893,Neutral,How do I change my profile picture? (MsgID: 969),How do I change my profile picture? (MsgID: 969)
User_18812,2025-08-13,Toronto,Canada,43.2228,-79.7029,Positive,Absolutely love the new features! Great job. (MsgID: 229),Absolutely love the new features! Great job. (MsgI..
User_60181,2025-11-27,Paris,France,48.1221,2.5554,Positive,Sending love from Paris! ❤️ (MsgID: 470),Sending love from Paris! ❤️ (MsgID: 470)
User_99006,2025-01-17,Cape Town,South Africa,-33.0626,17.9715,Neutral,"Hello everyone, new user here. (MsgID: 257)","Hello everyone, new user here. (MsgID: 257)"
User_20077,2025-07-09,Sydney,Australia,-33.8712,151.5447,Negative,Why is it so slow in Sydney? (MsgID: 554),Why is it so slow in Sydney? (MsgID: 554)
User_62171,2025-03-12,Cape Town,South Africa,-34.0788,18.6097,Negative,Subscription is too expensive for this. (MsgID: 475),Subscription is too expensive for this. (MsgID: 47..
User_24869,2025-11-29,Mumbai,India,19.1087,72.8381,Positive,Sending love from Mumbai! ❤️ (MsgID: 355),Sending love from Mumbai! ❤️ (MsgID: 355)
User_60723,2025-04-06,New York,USA,40.9402,-73.7662,Positive,Best application I've used in a while. (MsgID: 630),Best application I've used in a while. (MsgID: 630..
User_44116,2025-03-02,Moscow,Russia,55.6858,37.315,Positive,Sending love from Moscow! ❤️ (MsgID: 893),Sending love from Moscow! ❤️ (MsgID: 893)
User_47431,2025-08-17,Singapore,Singapore,0.9375,104.345,Negative,Login is broken again... (MsgID: 726),Login is broken again... (MsgID: 726)
User_27790,2025-09-09,Singapore,Singapore,1.7865,104.0097,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 225)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_68341,2025-02-07,Los Angeles,USA,35.0382,-118.3638,Neutral,Testing the message function. (MsgID: 276),Testing the message function. (MsgID: 276)
User_55537,2025-12-16,London,UK,51.5115,-0.6525,Positive,Sending love from London! ❤️ (MsgID: 783),Sending love from London! ❤️ (MsgID: 783)
User_48058,2025-02-03,Singapore,Singapore,1.2034,103.4229,Positive,Support team was super helpful today. (MsgID: 655),Support team was super helpful today. (MsgID: 655)
User_93584,2025-03-22,Berlin,Germany,52.5427,13.6169,Negative,Error 505 constantly. Please fix. (MsgID: 826),Error 505 constantly. Please fix. (MsgID: 826)
User_25907,2025-07-05,Tokyo,Japan,34.9552,139.3917,Neutral,"Hello everyone, new user here. (MsgID: 329)","Hello everyone, new user here. (MsgID: 329)"
User_74752,2025-03-13,Paris,France,48.4809,2.2946,Neutral,How do I change my profile picture? (MsgID: 909),How do I change my profile picture? (MsgID: 909)
User_58353,2025-07-04,New York,USA,40.9288,-74.519,Neutral,"Hello everyone, new user here. (MsgID: 686)","Hello everyone, new user here. (MsgID: 686)"
User_21300,2025-10-10,Sydney,Australia,-33.9542,151.8056,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 726)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_72739,2025-06-08,London,UK,51.2819,-0.2922,Positive,Best application I've used in a while. (MsgID: 834),Best application I've used in a while. (MsgID: 834..
User_85353,2025-07-30,Moscow,Russia,55.5104,37.4963,Neutral,Testing the message function. (MsgID: 943),Testing the message function. (MsgID: 943)
User_19720,2025-03-06,London,UK,51.5137,-0.4193,Negative,Why is it so slow in London? (MsgID: 757),Why is it so slow in London? (MsgID: 757)
User_55156,2025-08-27,Sydney,Australia,-33.694,151.6856,Positive,Works perfectly on my new phone. (MsgID: 629),Works perfectly on my new phone. (MsgID: 629)
User_33850,2025-10-10,Tokyo,Japan,35.876,140.5658,Neutral,"Update installed, no visible changes. (MsgID: 701)","Update installed, no visible changes. (MsgID: 701)"
User_17263,2025-03-08,Dubai,UAE,24.658,55.1809,Positive,Best application I've used in a while. (MsgID: 614),Best application I've used in a while. (MsgID: 614..
User_49862,2025-03-05,Los Angeles,USA,34.5353,-118.3704,Neutral,"Hello everyone, new user here. (MsgID: 256)","Hello everyone, new user here. (MsgID: 256)"
User_39552,2025-03-24,Tokyo,Japan,35.4456,138.6139,Positive,Sending love from Tokyo! ❤️ (MsgID: 826),Sending love from Tokyo! ❤️ (MsgID: 826)
User_20336,2025-09-23,Mumbai,India,19.4212,72.5591,Positive,Sending love from Mumbai! ❤️ (MsgID: 966),Sending love from Mumbai! ❤️ (MsgID: 966)
User_45972,2025-04-11,Berlin,Germany,51.9284,13.4783,Positive,Works perfectly on my new phone. (MsgID: 664),Works perfectly on my new phone. (MsgID: 664)
User_79924,2025-11-17,Tokyo,Japan,35.2786,139.6379,Neutral,Is the server down for maintenance? (MsgID: 729),Is the server down for maintenance? (MsgID: 729)
User_87569,2025-09-15,London,UK,51.986,-0.1912,Positive,Works perfectly on my new phone. (MsgID: 272),Works perfectly on my new phone. (MsgID: 272)
User_91851,2025-03-20,Cape Town,South Africa,-34.4021,18.4081,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 774)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_83874,2025-11-06,Singapore,Singapore,1.2829,104.5045,Positive,Sending love from Singapore! ❤️ (MsgID: 962),Sending love from Singapore! ❤️ (MsgID: 962)
User_94076,2025-01-15,New York,USA,40.3629,-74.9165,Neutral,"Just signed up, looking around. (MsgID: 146)","Just signed up, looking around. (MsgID: 146)"
User_37631,2025-10-23,Dubai,UAE,24.9372,55.6868,Neutral,Is the server down for maintenance? (MsgID: 766),Is the server down for maintenance? (MsgID: 766)
User_93753,2025-10-20,Dubai,UAE,24.5651,55.1081,Negative,I hate the new interface design. (MsgID: 732),I hate the new interface design. (MsgID: 732)
User_47967,2025-09-12,New York,USA,41.5757,-74.2483,Neutral,"Update installed, no visible changes. (MsgID: 658)","Update installed, no visible changes. (MsgID: 658)"
User_99783,2025-06-04,Toronto,Canada,43.7616,-79.0272,Neutral,Testing the message function. (MsgID: 350),Testing the message function. (MsgID: 350)
User_17852,2025-06-02,Sao Paulo,Brazil,-23.5377,-46.9347,Positive,Best application I've used in a while. (MsgID: 174),Best application I've used in a while. (MsgID: 174..
User_70875,2025-08-14,Tokyo,Japan,35.7117,140.3392,Neutral,Testing the message function. (MsgID: 595),Testing the message function. (MsgID: 595)
User_50970,2025-06-24,Paris,France,48.7105,2.4261,Positive,Support team was super helpful today. (MsgID: 247),Support team was super helpful today. (MsgID: 247)
User_55268,2025-06-13,Los Angeles,USA,33.7312,-117.7242,Positive,Works perfectly on my new phone. (MsgID: 981),Works perfectly on my new phone. (MsgID: 981)
User_83616,2025-03-08,Sao Paulo,Brazil,-23.0703,-46.8961,Neutral,Is the server down for maintenance? (MsgID: 627),Is the server down for maintenance? (MsgID: 627)
User_26059,2025-06-13,London,UK,51.3268,-0.3022,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 577)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_22689,2025-08-19,Berlin,Germany,52.9943,13.6926,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 244)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_90658,2025-05-29,New York,USA,40.9557,-73.4815,Positive,Best application I've used in a while. (MsgID: 984),Best application I've used in a while. (MsgID: 984..
User_52917,2025-05-08,Sao Paulo,Brazil,-23.6796,-46.7336,Neutral,How do I change my profile picture? (MsgID: 933),How do I change my profile picture? (MsgID: 933)
User_30885,2025-06-10,Cape Town,South Africa,-33.6682,18.914,Neutral,How do I change my profile picture? (MsgID: 881),How do I change my profile picture? (MsgID: 881)
User_50441,2025-09-21,Sydney,Australia,-34.1262,151.5804,Negative,I hate the new interface design. (MsgID: 610),I hate the new interface design. (MsgID: 610)
User_76249,2025-01-12,Sydney,Australia,-33.2866,151.929,Neutral,"Just signed up, looking around. (MsgID: 502)","Just signed up, looking around. (MsgID: 502)"
User_56254,2025-05-04,Sydney,Australia,-33.6535,151.6383,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 697)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_88317,2025-01-26,New York,USA,40.9355,-74.0901,Positive,Sending love from New York! ❤️ (MsgID: 606),Sending love from New York! ❤️ (MsgID: 606)
User_47453,2025-12-01,Los Angeles,USA,33.6343,-119.0302,Neutral,"Update installed, no visible changes. (MsgID: 581)","Update installed, no visible changes. (MsgID: 581)"
User_27555,2025-01-05,Moscow,Russia,55.9876,37.6764,Positive,Absolutely love the new features! Great job. (MsgID: 541),Absolutely love the new features! Great job. (MsgI..
User_15930,2025-07-07,Berlin,Germany,52.4315,13.2943,Negative,I hate the new interface design. (MsgID: 474),I hate the new interface design. (MsgID: 474)
User_35513,2025-01-27,Sao Paulo,Brazil,-24.0867,-46.2681,Negative,Subscription is too expensive for this. (MsgID: 675),Subscription is too expensive for this. (MsgID: 67..
User_60639,2025-10-11,Mumbai,India,19.0092,72.9907,Neutral,Is the server down for maintenance? (MsgID: 175),Is the server down for maintenance? (MsgID: 175)
User_91689,2025-08-19,Moscow,Russia,56.2413,37.5613,Neutral,"Hello everyone, new user here. (MsgID: 386)","Hello everyone, new user here. (MsgID: 386)"
User_22672,2025-11-09,Toronto,Canada,43.9162,-78.8776,Positive,Absolutely love the new features! Great job. (MsgID: 231),Absolutely love the new features! Great job. (MsgI..
User_57920,2025-07-11,Sao Paulo,Brazil,-23.42,-46.6212,Negative,Why is it so slow in Sao Paulo? (MsgID: 671),Why is it so slow in Sao Paulo? (MsgID: 671)
User_76731,2025-03-15,Dubai,UAE,25.3647,55.0103,Negative,Login is broken again... (MsgID: 716),Login is broken again... (MsgID: 716)
User_15100,2025-09-14,Sao Paulo,Brazil,-23.5383,-47.2301,Negative,App crashes when I try to upload photos. (MsgID: 146),App crashes when I try to upload photos. (MsgID: 1..
User_72094,2026-01-01,Tokyo,Japan,35.7997,140.3312,Neutral,Is the server down for maintenance? (MsgID: 923),Is the server down for maintenance? (MsgID: 923)
User_77568,2025-08-22,Moscow,Russia,54.9961,37.6487,Neutral,How do I change my profile picture? (MsgID: 720),How do I change my profile picture? (MsgID: 720)
User_31299,2025-06-17,Tokyo,Japan,35.9775,139.8028,Neutral,"Hello everyone, new user here. (MsgID: 426)","Hello everyone, new user here. (MsgID: 426)"
User_49221,2025-11-12,Sao Paulo,Brazil,-23.7995,-46.4421,Neutral,"Update installed, no visible changes. (MsgID: 962)","Update installed, no visible changes. (MsgID: 962)"
User_76809,2025-06-22,Cape Town,South Africa,-34.0085,18.0839,Negative,Subscription is too expensive for this. (MsgID: 948),Subscription is too expensive for this. (MsgID: 94..
User_49294,2025-09-08,Moscow,Russia,55.8601,37.0571,Neutral,"Update installed, no visible changes. (MsgID: 676)","Update installed, no visible changes. (MsgID: 676)"
User_98317,2025-01-09,Sydney,Australia,-34.3472,151.3871,Positive,Sending love from Sydney! ❤️ (MsgID: 439),Sending love from Sydney! ❤️ (MsgID: 439)
User_92478,2025-08-02,London,UK,51.6186,0.4541,Positive,Support team was super helpful today. (MsgID: 415),Support team was super helpful today. (MsgID: 415)
User_95929,2025-11-02,New York,USA,40.3988,-73.7467,Negative,I hate the new interface design. (MsgID: 371),I hate the new interface design. (MsgID: 371)
User_16731,2025-10-24,Dubai,UAE,24.6249,54.8283,Positive,Support team was super helpful today. (MsgID: 333),Support team was super helpful today. (MsgID: 333)
User_92447,2025-09-03,Cape Town,South Africa,-33.6359,18.275,Negative,Login is broken again... (MsgID: 636),Login is broken again... (MsgID: 636)
User_99224,2025-11-14,Singapore,Singapore,1.0252,102.9822,Neutral,Testing the message function. (MsgID: 251),Testing the message function. (MsgID: 251)
User_24404,2025-01-17,Paris,France,48.9465,2.7252,Positive,Support team was super helpful today. (MsgID: 817),Support team was super helpful today. (MsgID: 817)
User_64890,2025-01-10,Paris,France,49.529,2.0518,Positive,Best application I've used in a while. (MsgID: 421),Best application I've used in a while. (MsgID: 421..
User_63788,2025-07-31,Tokyo,Japan,35.0659,140.1553,Neutral,"Update installed, no visible changes. (MsgID: 308)","Update installed, no visible changes. (MsgID: 308)"
User_18163,2025-11-10,Moscow,Russia,55.8282,37.283,Neutral,Testing the message function. (MsgID: 993),Testing the message function. (MsgID: 993)
User_83516,2025-03-12,Singapore,Singapore,1.1264,103.8936,Neutral,"Hello everyone, new user here. (MsgID: 312)","Hello everyone, new user here. (MsgID: 312)"
User_59391,2025-12-06,Mumbai,India,19.8205,73.6323,Neutral,Testing the message function. (MsgID: 638),Testing the message function. (MsgID: 638)
User_54869,2025-03-30,Mumbai,India,19.4856,73.1147,Positive,Best application I've used in a while. (MsgID: 645),Best application I've used in a while. (MsgID: 645..
User_99226,2025-07-01,Moscow,Russia,55.753,38.1423,Positive,Works perfectly on my new phone. (MsgID: 890),Works perfectly on my new phone. (MsgID: 890)
User_73462,2025-12-21,Toronto,Canada,43.5829,-79.5283,Neutral,Is the server down for maintenance? (MsgID: 724),Is the server down for maintenance? (MsgID: 724)
User_49124,2025-05-07,Paris,France,49.2357,2.625,Neutral,Is the server down for maintenance? (MsgID: 671),Is the server down for maintenance? (MsgID: 671)
User_37168,2025-06-02,Paris,France,48.3999,2.2747,Positive,Sending love from Paris! ❤️ (MsgID: 821),Sending love from Paris! ❤️ (MsgID: 821)
User_72888,2025-12-27,Singapore,Singapore,1.0148,103.7657,Positive,Best application I've used in a while. (MsgID: 424),Best application I've used in a while. (MsgID: 424..
User_47721,2025-10-14,Mumbai,India,19.6814,73.13,Negative,Error 505 constantly. Please fix. (MsgID: 380),Error 505 constantly. Please fix. (MsgID: 380)
User_59767,2025-10-21,London,UK,51.5833,0.1029,Neutral,"Update installed, no visible changes. (MsgID: 656)","Update installed, no visible changes. (MsgID: 656)"
User_15513,2025-06-26,Sao Paulo,Brazil,-23.0621,-46.4005,Positive,"Smooth experience, finally fixed the bugs. (MsgID: 397)","Smooth experience, finally fixed the bugs. (MsgID:.."
User_67983,2026-01-01,Berlin,Germany,52.979,13.2833,Positive,Absolutely love the new features! Great job. (MsgID: 454),Absolutely love the new features! Great job. (MsgI..
User_38047,2025-05-12,Toronto,Canada,44.4048,-78.7297,Positive,Works perfectly on my new phone. (MsgID: 590),Works perfectly on my new phone. (MsgID: 590)
User_45601,2025-10-03,Paris,France,48.2923,1.8824,Positive,Sending love from Paris! ❤️ (MsgID: 675),Sending love from Paris! ❤️ (MsgID: 675)
