Ticket_ID,Original_Text,Category,Cluster_Label,x,y
TKT-25396,добавьте темную тему (Ticket #8560),Product,Feature Requests,7.2193,-2.7477
TKT-75323,обновить данные карты (Ticket #3522),Finance,Billing & Payments,-8.1767,6.8755
TKT-45838,нужна интеграция с 1С (Ticket #9337),Product,Feature Requests,8.0987,-2.7214
TKT-71894,медленно грузится (Ticket #8905),Engineering,Technical Bugs,-0.0291,-7.6663
TKT-82255,хочу экспорт в PDF (Ticket #8483),Product,Feature Requests,5.9818,-6.1103
TKT-34983,превышен лимит запросов (Ticket #7284),Engineering,API Support,-8.2336,-5.3597
TKT-27892,нужен акт сверки (Ticket #9327),Finance,Billing & Payments,-6.205,5.0786
TKT-64387,не могу войти (Ticket #5526),Account,Login Issues,5.5521,4.7003
TKT-45018,забыл логин (Ticket #9318),Account,Login Issues,4.7059,3.9402
TKT-49132,добавьте темную тему (Ticket #5634),Product,Feature Requests,9.1812,-4.2568
TKT-29476,ошибка 500 (Ticket #9022),Engineering,Technical Bugs,-0.1165,-6.9348
TKT-73483,сделайте кнопку больше (Ticket #9824),Product,Feature Requests,7.4283,-3.2832
TKT-82340,белый экран (Ticket #6446),Engineering,Technical Bugs,-1.884,-6.9112
TKT-69682,нужен акт сверки (Ticket #7180),Finance,Billing & Payments,-5.499,5.8751
TKT-41300,верните деньги (Ticket #4090),Finance,Billing & Payments,-5.7649,7.4268
TKT-40613,ошибка в json ответе (Ticket #7274),Engineering,API Support,-7.499,-4.3142
TKT-51704,ошибка 403 при входе (Ticket #1715),Account,Login Issues,4.5519,3.5917
TKT-59968,обновить данные карты (Ticket #8749),Finance,Billing & Payments,-4.7964,5.9964
TKT-74923,медленно грузится (Ticket #3492),Engineering,Technical Bugs,-0.6627,-6.2405
TKT-75836,токен не валиден (Ticket #3068),Engineering,API Support,-3.1711,-3.8746
TKT-23154,ошибка в json ответе (Ticket #6439),Engineering,API Support,-6.7353,-5.4652
TKT-78937,ошибка 403 при входе (Ticket #2633),Account,Login Issues,4.9172,4.7749
TKT-28894,ошибка 403 при входе (Ticket #1251),Account,Login Issues,3.9793,5.1257
TKT-19807,сделайте кнопку больше (Ticket #3529),Product,Feature Requests,6.3448,-4.8771
TKT-54375,webhook не приходит (Ticket #5342),Engineering,API Support,-5.9453,-5.7572
TKT-95175,ошибка в json ответе (Ticket #7512),Engineering,API Support,-5.1663,-6.273
TKT-98389,токен не валиден (Ticket #6383),Engineering,API Support,-5.9481,-3.7634
TKT-51505,ошибка 500 (Ticket #7226),Engineering,Technical Bugs,-0.5873,-5.747
TKT-80912,обновить данные карты (Ticket #8994),Finance,Billing & Payments,-3.6755,6.1591
TKT-40771,не могу войти (Ticket #2121),Account,Login Issues,5.288,5.3667
TKT-21846,нужна интеграция с 1С (Ticket #4727),Product,Feature Requests,8.9846,-3.3913
TKT-93066,ошибка 403 при входе (Ticket #2612),Account,Login Issues,3.8861,5.7132
TKT-31805,токен не валиден (Ticket #8269),Engineering,API Support,-6.4444,-6.0003
TKT-13794,обновить данные карты (Ticket #5906),Finance,Billing & Payments,-4.4981,6.4805
TKT-17355,токен не валиден (Ticket #6314),Engineering,API Support,-6.9385,-5.738
TKT-59131,документация устарела (Ticket #6873),Engineering,API Support,-5.7707,-4.9443
TKT-42007,ошибка 403 при входе (Ticket #3385),Account,Login Issues,4.6603,3.9416
TKT-84177,ошибка в json ответе (Ticket #7751),Engineering,API Support,-6.3693,-4.737
TKT-32280,обновить данные карты (Ticket #3950),Finance,Billing & Payments,-3.5763,5.7164
TKT-89887,хочу экспорт в PDF (Ticket #2293),Product,Feature Requests,8.7295,-3.7761
TKT-75230,webhook не приходит (Ticket #4945),Engineering,API Support,-6.6667,-4.4098
TKT-40433,верните старый дизайн (Ticket #3344),Product,Feature Requests,7.7764,-4.4856
TKT-70236,ошибка 403 при входе (Ticket #5161),Account,Login Issues,5.9023,6.1723
TKT-70981,забыл логин (Ticket #1153),Account,Login Issues,4.2961,7.293
TKT-30706,белый экран (Ticket #9955),Engineering,Technical Bugs,0.4405,-7.631
TKT-55293,токен не валиден (Ticket #8237),Engineering,API Support,-4.1214,-5.0789
TKT-93746,нужен акт сверки (Ticket #5901),Finance,Billing & Payments,-4.186,5.9424
TKT-69878,медленно грузится (Ticket #5097),Engineering,Technical Bugs,-1.4758,-7.2133
TKT-60422,документация устарела (Ticket #4263),Engineering,API Support,-7.2255,-4.15
TKT-41091,почему списали дважды? (Ticket #2747),Finance,Billing & Payments,-5.8681,6.8774
TKT-85341,медленно грузится (Ticket #6881),Engineering,Technical Bugs,-0.2669,-8.3764
TKT-12875,документация устарела (Ticket #5837),Engineering,API Support,-8.2161,-5.68
TKT-45976,обновить данные карты (Ticket #7484),Finance,Billing & Payments,-5.2895,6.4225
TKT-89482,токен не валиден (Ticket #1803),Engineering,API Support,-5.5755,-5.3455
TKT-40162,сделайте кнопку больше (Ticket #5689),Product,Feature Requests,6.6041,-0.9231
TKT-38705,ошибка 500 (Ticket #6772),Engineering,Technical Bugs,0.4113,-6.4519
TKT-91381,данные не сохранились (Ticket #4115),Engineering,Technical Bugs,0.5519,-6.271
TKT-92345,белый экран (Ticket #3240),Engineering,Technical Bugs,-0.78,-5.8753
TKT-50492,добавьте темную тему (Ticket #1645),Product,Feature Requests,9.9657,-2.1988
TKT-85965,сделайте кнопку больше (Ticket #1546),Product,Feature Requests,6.3701,-4.3793
TKT-21813,забыл логин (Ticket #3153),Account,Login Issues,5.5336,3.8056
TKT-64460,документация устарела (Ticket #6352),Engineering,API Support,-4.9912,-5.7831
TKT-27322,кнопка не нажимается (Ticket #4289),Engineering,Technical Bugs,2.3554,-7.4621
TKT-79579,нужен акт сверки (Ticket #6994),Finance,Billing & Payments,-2.0333,5.405
TKT-31567,ошибка 500 (Ticket #5465),Engineering,Technical Bugs,0.943,-6.4895
TKT-48684,забыл логин (Ticket #8894),Account,Login Issues,4.971,4.3148
TKT-25095,двухфакторка сломалась (Ticket #6549),Account,Login Issues,4.9957,3.61
TKT-28449,сделайте кнопку больше (Ticket #2233),Product,Feature Requests,8.6299,-1.862
TKT-83048,оплата не проходит (Ticket #7511),Finance,Billing & Payments,-4.7499,3.5499
TKT-61717,забыл логин (Ticket #2479),Account,Login Issues,4.4347,6.2901
TKT-80329,где мой счет? (Ticket #5332),Finance,Billing & Payments,-3.8968,6.663
TKT-58311,где мой счет? (Ticket #8451),Finance,Billing & Payments,-3.3208,7.1096
TKT-86619,двухфакторка сломалась (Ticket #5295),Account,Login Issues,7.1744,5.4295
TKT-24201,почему списали дважды? (Ticket #7086),Finance,Billing & Payments,-3.4818,6.6712
TKT-71797,данные не сохранились (Ticket #4830),Engineering,Technical Bugs,2.5389,-7.2463
TKT-89964,добавьте темную тему (Ticket #6374),Product,Feature Requests,9.6218,-3.443
TKT-93283,кнопка не нажимается (Ticket #2035),Engineering,Technical Bugs,2.0228,-7.5524
TKT-95097,сделайте кнопку больше (Ticket #5951),Product,Feature Requests,7.2183,-4.5807
TKT-28320,webhook не приходит (Ticket #2911),Engineering,API Support,-7.8691,-3.7348
TKT-49893,добавьте темную тему (Ticket #1609),Product,Feature Requests,8.6854,-3.5497
TKT-22739,webhook не приходит (Ticket #2902),Engineering,API Support,-6.0292,-2.4293
TKT-27781,оплата не проходит (Ticket #9807),Finance,Billing & Payments,-4.3928,3.6031
TKT-58629,медленно грузится (Ticket #8432),Engineering,Technical Bugs,-1.3534,-6.3229
TKT-64935,данные не сохранились (Ticket #9850),Engineering,Technical Bugs,-0.4948,-8.6944
TKT-64379,не приходит смс с кодом (Ticket #3531),Account,Login Issues,4.5961,5.4221
TKT-90694,токен не валиден (Ticket #9017),Engineering,API Support,-4.8805,-3.9522
TKT-14288,сделайте кнопку больше (Ticket #5583),Product,Feature Requests,9.6613,-3.0911
TKT-68115,нужна интеграция с 1С (Ticket #4559),Product,Feature Requests,11.7258,-3.5831
TKT-57537,медленно грузится (Ticket #4868),Engineering,Technical Bugs,-1.8742,-4.5979
TKT-81364,токен не валиден (Ticket #7018),Engineering,API Support,-4.1175,-6.8522
TKT-17936,обновить данные карты (Ticket #6876),Finance,Billing & Payments,-4.2803,7.3603
TKT-34878,медленно грузится (Ticket #5520),Engineering,Technical Bugs,0.9606,-6.7849
TKT-22015,добавьте темную тему (Ticket #8450),Product,Feature Requests,7.193,-6.7418
TKT-16629,превышен лимит запросов (Ticket #1349),Engineering,API Support,-6.7507,-4.525
TKT-26505,нужна интеграция с 1С (Ticket #4990),Product,Feature Requests,8.3886,-4.3498
TKT-18992,ошибка в json ответе (Ticket #4362),Engineering,API Support,-7.0726,-5.1674
TKT-86858,ошибка в json ответе (Ticket #4394),Engineering,API Support,-5.074,-8.4183
TKT-53064,сброс пароля не работает (Ticket #4817),Account,Login Issues,4.1771,5.3306
TKT-46342,сброс пароля не работает (Ticket #1046),Account,Login Issues,5.4491,4.8958
TKT-80807,оплата не проходит (Ticket #3129),Finance,Billing & Payments,-2.9399,7.8451
TKT-24408,нужна интеграция с 1С (Ticket #3858),Product,Feature Requests,7.9437,-3.4276
TKT-27275,данные не сохранились (Ticket #1422),Engineering,Technical Bugs,-0.1805,-5.8053
TKT-41186,где мой счет? (Ticket #6869),Finance,Billing & Payments,-2.6588,5.292
TKT-12068,не приходит смс с кодом (Ticket #6304),Account,Login Issues,3.1321,4.4863
TKT-16868,кнопка не нажимается (Ticket #5347),Engineering,Technical Bugs,-1.5558,-8.8151
TKT-78955,кнопка не нажимается (Ticket #7897),Engineering,Technical Bugs,1.0165,-5.533
TKT-72422,токен не валиден (Ticket #2041),Engineering,API Support,-5.1513,-3.8356
TKT-77271,сделайте кнопку больше (Ticket #6931),Product,Feature Requests,8.2087,-2.6927
TKT-69245,ошибка 500 (Ticket #2786),Engineering,Technical Bugs,-0.3923,-7.6611
TKT-90623,нужен акт сверки (Ticket #4629),Finance,Billing & Payments,-5.3859,5.4588
TKT-49535,где мой счет? (Ticket #9543),Finance,Billing & Payments,-4.1208,5.9031
TKT-17972,webhook не приходит (Ticket #1510),Engineering,API Support,-5.7709,-6.0735
TKT-65872,сделайте кнопку больше (Ticket #7580),Product,Feature Requests,8.1672,-3.457
TKT-74260,двухфакторка сломалась (Ticket #2768),Account,Login Issues,3.1466,5.6041
TKT-19632,данные не сохранились (Ticket #8267),Engineering,Technical Bugs,2.506,-7.1675
TKT-89730,добавьте темную тему (Ticket #6277),Product,Feature Requests,7.1208,-3.3935
TKT-26540,превышен лимит запросов (Ticket #2076),Engineering,API Support,-5.6681,-5.7809
TKT-52622,документация устарела (Ticket #9984),Engineering,API Support,-6.1234,-5.0322
TKT-48652,почему списали дважды? (Ticket #9692),Finance,Billing & Payments,-3.8444,6.3691
TKT-89354,ошибка 403 при входе (Ticket #9282),Account,Login Issues,6.3266,6.4244
TKT-24996,медленно грузится (Ticket #2624),Engineering,Technical Bugs,1.007,-4.8216
TKT-66370,верните старый дизайн (Ticket #4522),Product,Feature Requests,8.4109,-5.334
TKT-64239,ошибка 403 при входе (Ticket #4743),Account,Login Issues,4.5986,5.2474
TKT-62262,забыл логин (Ticket #8430),Account,Login Issues,5.3629,4.0576
TKT-50966,сделайте кнопку больше (Ticket #2557),Product,Feature Requests,9.2563,-3.3161
TKT-97177,почему списали дважды? (Ticket #6120),Finance,Billing & Payments,-5.437,6.9035
TKT-30006,документация устарела (Ticket #7132),Engineering,API Support,-6.1801,-4.8493
TKT-18799,двухфакторка сломалась (Ticket #8770),Account,Login Issues,6.3311,3.2456
TKT-22219,где мой счет? (Ticket #2398),Finance,Billing & Payments,-3.0866,4.9836
TKT-58843,сделайте кнопку больше (Ticket #2582),Product,Feature Requests,10.6546,-2.6656
TKT-86869,сброс пароля не работает (Ticket #1982),Account,Login Issues,4.6364,4.9584
TKT-97819,ошибка 500 (Ticket #6400),Engineering,Technical Bugs,1.9704,-5.7882
TKT-56346,где мой счет? (Ticket #7730),Finance,Billing & Payments,-4.9967,7.9445
TKT-47700,webhook не приходит (Ticket #1842),Engineering,API Support,-5.929,-3.6487
TKT-56090,верните старый дизайн (Ticket #6119),Product,Feature Requests,6.3325,-5.9745
TKT-37884,токен не валиден (Ticket #9313),Engineering,API Support,-6.18,-6.9612
TKT-39392,кнопка не нажимается (Ticket #8900),Engineering,Technical Bugs,0.816,-6.3094
TKT-82910,где мой счет? (Ticket #6736),Finance,Billing & Payments,-4.7847,8.1849
TKT-46512,документация устарела (Ticket #2882),Engineering,API Support,-5.0893,-4.6626
TKT-66244,не приходит смс с кодом (Ticket #4705),Account,Login Issues,3.576,6.8369
TKT-89822,верните старый дизайн (Ticket #1430),Product,Feature Requests,7.7733,-3.3363
TKT-13794,обновить данные карты (Ticket #5381),Finance,Billing & Payments,-4.5315,4.668
TKT-50499,превышен лимит запросов (Ticket #5477),Engineering,API Support,-7.1863,-6.3243
TKT-10800,нужна интеграция с 1С (Ticket #6751),Product,Feature Requests,5.7055,-3.5238
TKT-84228,хочу экспорт в PDF (Ticket #3347),Product,Feature Requests,7.1398,-2.1296
TKT-28595,webhook не приходит (Ticket #2140),Engineering,API Support,-7.179,-5.2696
TKT-22026,данные не сохранились (Ticket #1502),Engineering,Technical Bugs,-0.6484,-6.3838
TKT-38197,двухфакторка сломалась (Ticket #9691),Account,Login Issues,3.0884,5.5286
TKT-69460,сделайте кнопку больше (Ticket #7878),Product,Feature Requests,7.0129,-4.1804
TKT-58503,забыл логин (Ticket #3578),Account,Login Issues,5.5724,2.2677
TKT-84395,белый экран (Ticket #6314),Engineering,Technical Bugs,3.0553,-6.5043
TKT-16895,нужен акт сверки (Ticket #2391),Finance,Billing & Payments,-4.4004,4.4443
TKT-90981,оплата не проходит (Ticket #3579),Finance,Billing & Payments,-4.1123,5.6955
TKT-45665,не могу войти (Ticket #2336),Account,Login Issues,5.8966,4.159
TKT-73656,почему списали дважды? (Ticket #7947),Finance,Billing & Payments,-4.1688,6.5491
TKT-64287,нужен акт сверки (Ticket #8242),Finance,Billing & Payments,-4.296,6.8172
TKT-77154,верните деньги (Ticket #4531),Finance,Billing & Payments,-2.3328,4.5146
TKT-66349,не могу войти (Ticket #6655),Account,Login Issues,5.7605,5.4966
TKT-98895,токен не валиден (Ticket #5640),Engineering,API Support,-4.5305,-3.0519
TKT-79066,данные не сохранились (Ticket #8972),Engineering,Technical Bugs,-0.669,-8.6438
TKT-38903,документация устарела (Ticket #1744),Engineering,API Support,-5.1996,-6.8594
TKT-11007,почему списали дважды? (Ticket #1897),Finance,Billing & Payments,-6.7227,3.7043
TKT-37686,сброс пароля не работает (Ticket #5938),Account,Login Issues,5.6828,6.9541
TKT-47938,превышен лимит запросов (Ticket #5186),Engineering,API Support,-7.3209,-5.8536
TKT-11013,забыл логин (Ticket #2965),Account,Login Issues,3.7731,7.4959
TKT-33028,сделайте кнопку больше (Ticket #8055),Product,Feature Requests,8.2805,-5.8671
TKT-79806,оплата не проходит (Ticket #7229),Finance,Billing & Payments,-6.3143,6.8796
TKT-75570,обновить данные карты (Ticket #4770),Finance,Billing & Payments,-3.5268,4.5484
TKT-19447,верните старый дизайн (Ticket #6802),Product,Feature Requests,8.834,-1.6641
TKT-67176,почему списали дважды? (Ticket #1693),Finance,Billing & Payments,-7.3413,5.2453
TKT-20205,добавьте темную тему (Ticket #8532),Product,Feature Requests,9.5735,-3.1667
TKT-85156,верните деньги (Ticket #8033),Finance,Billing & Payments,-5.1335,4.9153
TKT-47947,сделайте кнопку больше (Ticket #7843),Product,Feature Requests,9.5768,-5.4575
TKT-12733,добавьте темную тему (Ticket #7636),Product,Feature Requests,5.1973,-4.5992
TKT-91018,нужна интеграция с 1С (Ticket #3815),Product,Feature Requests,9.0384,-3.0831
TKT-21551,ошибка 403 при входе (Ticket #6928),Account,Login Issues,5.0902,6.4725
TKT-41891,почему списали дважды? (Ticket #2734),Finance,Billing & Payments,-4.4898,6.4028
TKT-78676,webhook не приходит (Ticket #7560),Engineering,API Support,-5.3955,-4.3011
TKT-50668,где мой счет? (Ticket #7484),Finance,Billing & Payments,-5.8184,4.5906
TKT-39041,двухфакторка сломалась (Ticket #6562),Account,Login Issues,2.7966,5.6096
TKT-20011,нужна интеграция с 1С (Ticket #3754),Product,Feature Requests,8.232,-4.1155
TKT-79547,нужен акт сверки (Ticket #2868),Finance,Billing & Payments,-3.9964,6.0375
TKT-55793,ошибка 500 (Ticket #4176),Engineering,Technical Bugs,2.0276,-4.7284
TKT-40968,нужна интеграция с 1С (Ticket #3419),Product,Feature Requests,8.0982,-4.1187
TKT-43550,приложение вылетает (Ticket #3399),Engineering,Technical Bugs,0.4477,-4.5977
TKT-88957,кнопка не нажимается (Ticket #3842),Engineering,Technical Bugs,-0.8017,-5.8095
TKT-33218,сброс пароля не работает (Ticket #2234),Account,Login Issues,4.4791,4.3475
TKT-83889,сделайте кнопку больше (Ticket #8601),Product,Feature Requests,8.8547,-3.8557
TKT-99277,нужен акт сверки (Ticket #8354),Finance,Billing & Payments,-5.03,6.9813
TKT-92210,ошибка в json ответе (Ticket #6295),Engineering,API Support,-5.6557,-5.1387
TKT-67640,забыл логин (Ticket #3473),Account,Login Issues,4.0406,5.4219
TKT-67961,токен не валиден (Ticket #8682),Engineering,API Support,-5.932,-4.3644
TKT-87518,нужна интеграция с 1С (Ticket #5500),Product,Feature Requests,8.0774,-6.3706
TKT-76497,где мой счет? (Ticket #6766),Finance,Billing & Payments,-4.1291,5.4493
TKT-70521,токен не валиден (Ticket #6085),Engineering,API Support,-5.9411,-5.2768
TKT-17456,медленно грузится (Ticket #1616),Engineering,Technical Bugs,1.3728,-9.4187
TKT-20057,верните деньги (Ticket #5703),Finance,Billing & Payments,-5.8264,5.9248
TKT-90610,данные не сохранились (Ticket #2479),Engineering,Technical Bugs,0.7751,-5.3508
TKT-60394,не приходит смс с кодом (Ticket #9307),Account,Login Issues,3.5231,4.6876
TKT-68947,webhook не приходит (Ticket #1672),Engineering,API Support,-6.4407,-5.8481
TKT-52143,ошибка 500 (Ticket #4084),Engineering,Technical Bugs,0.6582,-8.1069
TKT-75715,не приходит смс с кодом (Ticket #8792),Account,Login Issues,5.1927,5.0037
TKT-69050,сброс пароля не работает (Ticket #2013),Account,Login Issues,4.1207,4.158
TKT-21053,токен не валиден (Ticket #6626),Engineering,API Support,-5.4006,-2.2536
TKT-15130,нужен акт сверки (Ticket #3827),Finance,Billing & Payments,-6.6403,5.7303
TKT-67595,кнопка не нажимается (Ticket #8172),Engineering,Technical Bugs,1.4494,-7.38
TKT-89928,ошибка в json ответе (Ticket #9564),Engineering,API Support,-5.4982,-5.1222
TKT-58870,оплата не проходит (Ticket #6962),Finance,Billing & Payments,-5.2792,4.7442
TKT-63578,документация устарела (Ticket #7347),Engineering,API Support,-6.6555,-4.5298
TKT-92691,документация устарела (Ticket #1857),Engineering,API Support,-7.1929,-5.0371
TKT-53213,нужна интеграция с 1С (Ticket #2079),Product,Feature Requests,7.9879,-1.3379
TKT-47243,токен не валиден (Ticket #7333),Engineering,API Support,-7.4317,-5.0481
TKT-53694,нужна интеграция с 1С (Ticket #3463),Product,Feature Requests,8.8788,-5.486
TKT-55851,приложение вылетает (Ticket #3317),Engineering,Technical Bugs,-1.6463,-8.9363
TKT-26901,верните деньги (Ticket #7421),Finance,Billing & Payments,-4.6581,6.2485
TKT-50577,не приходит смс с кодом (Ticket #2388),Account,Login Issues,5.3497,4.1232
TKT-94343,не приходит смс с кодом (Ticket #7171),Account,Login Issues,4.2733,7.1912
TKT-97833,документация устарела (Ticket #3093),Engineering,API Support,-5.6098,-5.2001
TKT-94675,верните старый дизайн (Ticket #2531),Product,Feature Requests,8.7058,-3.3896
TKT-76648,обновить данные карты (Ticket #7937),Finance,Billing & Payments,-6.1385,3.4058
TKT-57526,забыл логин (Ticket #1298),Account,Login Issues,4.2314,5.2021
TKT-38074,документация устарела (Ticket #3953),Engineering,API Support,-5.448,-5.8133
TKT-35166,забыл логин (Ticket #8967),Account,Login Issues,4.2748,4.909
TKT-30308,сброс пароля не работает (Ticket #3253),Account,Login Issues,5.9517,6.4733
TKT-23256,приложение вылетает (Ticket #5846),Engineering,Technical Bugs,-1.6166,-8.1659
TKT-79013,ошибка 500 (Ticket #9843),Engineering,Technical Bugs,-0.7331,-5.5666
TKT-91006,где мой счет? (Ticket #6517),Finance,Billing & Payments,-4.6609,5.1506
TKT-30218,оплата не проходит (Ticket #7172),Finance,Billing & Payments,-4.2714,7.5734
TKT-91885,оплата не проходит (Ticket #3962),Finance,Billing & Payments,-6.0337,4.9434
TKT-15726,сброс пароля не работает (Ticket #8170),Account,Login Issues,5.5471,7.598
TKT-98652,почему списали дважды? (Ticket #6968),Finance,Billing & Payments,-5.9372,5.5554
TKT-68222,данные не сохранились (Ticket #4891),Engineering,Technical Bugs,0.0684,-6.6777
TKT-68841,ошибка в json ответе (Ticket #5668),Engineering,API Support,-5.9508,-4.0046
TKT-41348,хочу экспорт в PDF (Ticket #9749),Product,Feature Requests,8.2759,-5.09
TKT-35430,забыл логин (Ticket #8684),Account,Login Issues,3.7462,2.6404
TKT-70513,нужна интеграция с 1С (Ticket #8218),Product,Feature Requests,6.6626,-4.4428
TKT-75916,нужна интеграция с 1С (Ticket #7256),Product,Feature Requests,7.4194,-4.3977
TKT-31241,ошибка 500 (Ticket #7859),Engineering,Technical Bugs,0.3689,-6.0211
TKT-42768,кнопка не нажимается (Ticket #3267),Engineering,Technical Bugs,-1.4549,-5.6374
TKT-58655,не могу войти (Ticket #8873),Account,Login Issues,5.3628,3.0089
TKT-77621,ошибка в json ответе (Ticket #2680),Engineering,API Support,-6.2984,-3.0712
TKT-20993,добавьте темную тему (Ticket #5670),Product,Feature Requests,7.8236,-4.4374
TKT-68893,кнопка не нажимается (Ticket #5469),Engineering,Technical Bugs,0.3534,-9.061
TKT-67340,ошибка в json ответе (Ticket #3414),Engineering,API Support,-6.1132,-5.1031
TKT-69130,добавьте темную тему (Ticket #4637),Product,Feature Requests,7.3657,-3.2964
TKT-64381,белый экран (Ticket #1436),Engineering,Technical Bugs,-0.509,-8.1282
TKT-75799,приложение вылетает (Ticket #7495),Engineering,Technical Bugs,0.9641,-5.9774
TKT-60615,белый экран (Ticket #4862),Engineering,Technical Bugs,0.6786,-9.1129
TKT-39430,токен не валиден (Ticket #7142),Engineering,API Support,-5.8048,-6.0276
TKT-22987,не могу войти (Ticket #6221),Account,Login Issues,4.2531,5.5737
TKT-29142,обновить данные карты (Ticket #6493),Finance,Billing & Payments,-3.4078,6.2964
TKT-47601,хочу экспорт в PDF (Ticket #1627),Product,Feature Requests,7.7492,-5.0206
TKT-71487,почему списали дважды? (Ticket #3273),Finance,Billing & Payments,-6.5522,7.2935
TKT-20384,webhook не приходит (Ticket #1086),Engineering,API Support,-5.1362,-3.2642
TKT-38266,приложение вылетает (Ticket #5193),Engineering,Technical Bugs,-1.1845,-5.2159
TKT-89807,сброс пароля не работает (Ticket #9991),Account,Login Issues,4.8392,5.0176
TKT-24573,нужен акт сверки (Ticket #7934),Finance,Billing & Payments,-4.625,6.3832
TKT-49472,забыл логин (Ticket #4893),Account,Login Issues,4.8549,5.5034
TKT-41252,приложение вылетает (Ticket #1782),Engineering,Technical Bugs,0.7611,-6.4297
TKT-18232,медленно грузится (Ticket #8489),Engineering,Technical Bugs,2.0724,-7.4796
TKT-88215,приложение вылетает (Ticket #9189),Engineering,Technical Bugs,0.4727,-8.05
TKT-92831,ошибка в json ответе (Ticket #1269),Engineering,API Support,-6.4994,-6.4169
TKT-28818,не приходит смс с кодом (Ticket #4963),Account,Login Issues,4.3378,8.0698
TKT-10205,белый экран (Ticket #8032),Engineering,Technical Bugs,0.1517,-7.8255
TKT-41531,верните старый дизайн (Ticket #6780),Product,Feature Requests,10.4738,-2.55
TKT-34551,нужен акт сверки (Ticket #7825),Finance,Billing & Payments,-3.0727,7.875
TKT-57265,добавьте темную тему (Ticket #9576),Product,Feature Requests,7.9915,-2.4251
TKT-81313,приложение вылетает (Ticket #9618),Engineering,Technical Bugs,-0.2042,-7.5439
TKT-82633,нужен акт сверки (Ticket #9316),Finance,Billing & Payments,-3.8626,6.8184
TKT-71621,приложение вылетает (Ticket #7397),Engineering,Technical Bugs,-1.37,-7.2324
TKT-58929,не могу войти (Ticket #7338),Account,Login Issues,3.9881,4.8377
TKT-56805,нужна интеграция с 1С (Ticket #1266),Product,Feature Requests,8.9277,-2.9413
TKT-41604,токен не валиден (Ticket #6649),Engineering,API Support,-5.4532,-6.298
TKT-27486,добавьте темную тему (Ticket #6447),Product,Feature Requests,7.5805,-3.686
TKT-81567,добавьте темную тему (Ticket #6772),Product,Feature Requests,9.4384,-6.3248
TKT-99742,документация устарела (Ticket #3868),Engineering,API Support,-6.5866,-6.3435
TKT-92802,почему списали дважды? (Ticket #8840),Finance,Billing & Payments,-4.3859,4.9736
TKT-18270,превышен лимит запросов (Ticket #3209),Engineering,API Support,-5.4854,-4.7632
TKT-14847,данные не сохранились (Ticket #8498),Engineering,Technical Bugs,1.2396,-7.2339
TKT-15741,документация устарела (Ticket #4302),Engineering,API Support,-7.6802,-8.3675
TKT-51365,превышен лимит запросов (Ticket #1686),Engineering,API Support,-7.4039,-8.4467
TKT-62196,верните деньги (Ticket #9444),Finance,Billing & Payments,-4.7532,5.5459
TKT-43202,нужен акт сверки (Ticket #8756),Finance,Billing & Payments,-4.8801,6.1752
TKT-47501,добавьте темную тему (Ticket #4131),Product,Feature Requests,7.2773,-3.4375
TKT-95948,нужна интеграция с 1С (Ticket #1783),Product,Feature Requests,7.6709,-5.1992
TKT-26315,нужна интеграция с 1С (Ticket #5476),Product,Feature Requests,8.4242,-3.8542
TKT-62431,нужна интеграция с 1С (Ticket #8159),Product,Feature Requests,6.8551,-5.1443
TKT-60678,обновить данные карты (Ticket #8204),Finance,Billing & Payments,-3.9037,5.0362
TKT-75038,верните деньги (Ticket #4060),Finance,Billing & Payments,-5.5762,6.8569
TKT-58148,двухфакторка сломалась (Ticket #9151),Account,Login Issues,4.3687,4.9832
TKT-20828,верните старый дизайн (Ticket #5369),Product,Feature Requests,9.2637,-1.56
TKT-66440,webhook не приходит (Ticket #2293),Engineering,API Support,-8.9091,-3.9391
TKT-81496,нужен акт сверки (Ticket #3956),Finance,Billing & Payments,-4.5785,8.0279
TKT-23447,документация устарела (Ticket #6262),Engineering,API Support,-6.1315,-5.7248
TKT-96628,не могу войти (Ticket #6372),Account,Login Issues,5.49,4.9944
TKT-68447,документация устарела (Ticket #6021),Engineering,API Support,-7.3325,-4.3195
TKT-31842,не приходит смс с кодом (Ticket #7981),Account,Login Issues,5.5597,4.9572
TKT-68606,сделайте кнопку больше (Ticket #6759),Product,Feature Requests,7.0299,-4.3783
TKT-90589,где мой счет? (Ticket #6776),Finance,Billing & Payments,-5.7288,7.9552
TKT-93816,ошибка 403 при входе (Ticket #5498),Account,Login Issues,5.2407,6.3784
TKT-97973,не могу войти (Ticket #2229),Account,Login Issues,6.2145,2.259
TKT-57619,двухфакторка сломалась (Ticket #7655),Account,Login Issues,4.0069,5.1034
TKT-14081,нужен акт сверки (Ticket #3621),Finance,Billing & Payments,-6.5196,5.9304
TKT-14561,оплата не проходит (Ticket #8179),Finance,Billing & Payments,-6.3492,6.7802
TKT-40932,оплата не проходит (Ticket #2101),Finance,Billing & Payments,-7.8355,4.7883
TKT-60181,документация устарела (Ticket #6933),Engineering,API Support,-7.0111,-3.7963
TKT-89310,верните старый дизайн (Ticket #1530),Product,Feature Requests,8.0869,-4.0262
TKT-58623,кнопка не нажимается (Ticket #8371),Engineering,Technical Bugs,-0.7542,-6.277
TKT-20077,документация устарела (Ticket #8273),Engineering,API Support,-6.5793,-6.144
