Timestamp,Model_Name,Total_Tokens,Latency_Seconds,Cost_USD
2026-01-27 09:13:30.636379,gemini-1.5-pro,3085,31.69,0.0154
2026-01-27 09:27:33.636379,gpt-4o,129,1.63,0.0019
2026-01-27 09:31:09.636379,gpt-4o,1814,15.31,0.0272
2026-01-27 09:31:12.636379,gpt-4o,2509,20.17,0.0376
2026-01-27 09:31:30.636379,gemini-1.5-pro,4556,46.22,0.0228
2026-01-27 09:37:50.636379,gemini-1.5-pro,655,7.37,0.0033
2026-01-27 09:38:28.636379,gemini-1.5-pro,1969,19.85,0.0098
2026-01-27 09:39:50.636379,gemini-1.5-pro,716,8.02,0.0036
2026-01-27 09:44:51.636379,gpt-4o,2334,19.48,0.035
2026-01-27 09:50:33.636379,gpt-4o,738,6.07,0.0111
2026-01-27 09:50:37.636379,gpt-4o,1202,10.32,0.018
2026-01-27 09:59:52.636379,gemini-1.5-pro,667,6.95,0.0033
2026-01-27 10:03:45.636379,gpt-4o,3467,27.82,0.052
2026-01-27 10:06:48.636379,gemini-1.5-pro,4266,42.17,0.0213
2026-01-27 10:15:31.636379,gemini-1.5-pro,1429,14.94,0.0071
2026-01-27 10:23:49.636379,gpt-4o,1878,15.26,0.0282
2026-01-27 10:34:06.636379,gpt-4o,424,3.97,0.0064
2026-01-27 10:34:43.636379,gpt-4o,1339,12.51,0.0201
2026-01-27 10:35:20.636379,gemini-1.5-pro,1719,18.56,0.0086
2026-01-27 10:36:55.636379,gemini-1.5-pro,24854,249.77,0.1243
2026-01-27 10:37:36.636379,gpt-4o,594,4.41,0.0089
2026-01-27 10:39:13.636379,gpt-4o,7817,63.33,0.1173
2026-01-27 10:44:19.636379,gemini-1.5-pro,4899,50.1,0.0245
2026-01-27 10:44:26.636379,gpt-4o,2393,19.87,0.0359
2026-01-27 10:50:01.636379,gemini-1.5-pro,10494,105.34,0.0525
2026-01-27 10:52:20.636379,gemini-1.5-pro,2623,27.12,0.0131
2026-01-27 11:04:35.636379,gpt-4o,2668,22.04,0.04
2026-01-27 11:11:37.636379,gpt-4o,1714,14.0,0.0257
2026-01-27 11:11:43.636379,gpt-4o,6146,49.92,0.0922
2026-01-27 11:13:00.636379,gpt-4o,5412,44.17,0.0812
2026-01-27 11:18:58.636379,gemini-1.5-pro,967,10.38,0.0048
2026-01-27 11:27:19.636379,gemini-1.5-pro,483,5.12,0.0024
2026-01-27 11:33:18.636379,gemini-1.5-pro,1475,14.71,0.0074
2026-01-27 11:33:31.636379,gpt-4o,812,6.87,0.0122
2026-01-27 11:38:34.636379,gemini-1.5-pro,1696,17.28,0.0085
2026-01-27 11:42:22.636379,gpt-4o,6231,50.13,0.0935
2026-01-27 11:42:54.636379,gpt-4o,1144,9.84,0.0172
2026-01-27 11:44:08.636379,gpt-4o,1732,14.55,0.026
2026-01-27 11:44:12.636379,gpt-4o,1916,15.61,0.0287
2026-01-27 11:46:05.636379,gpt-4o,4223,33.88,0.0633
2026-01-27 11:46:58.636379,gpt-4o,191,1.89,0.0029
2026-01-27 11:47:46.636379,gemini-1.5-pro,985,11.32,0.0049
2026-01-27 12:01:13.636379,gpt-4o,2233,17.43,0.0335
2026-01-27 12:06:06.636379,gemini-1.5-pro,6003,60.62,0.03
2026-01-27 12:14:51.636379,gemini-1.5-pro,1105,11.28,0.0055
2026-01-27 12:16:45.636379,gpt-4o,276,3.15,0.0041
2026-01-27 12:20:05.636379,gpt-4o,3360,27.56,0.0504
2026-01-27 12:21:29.636379,gpt-4o,957,8.2,0.0144
2026-01-27 12:22:59.636379,gemini-1.5-pro,550,5.85,0.0028
2026-01-27 12:24:08.636379,gpt-4o,968,7.67,0.0145
2026-01-27 12:30:35.636379,gemini-1.5-pro,1503,16.01,0.0075
2026-01-27 12:39:29.636379,gpt-4o,987,8.36,0.0148
2026-01-27 12:42:10.636379,gpt-4o,199,1.66,0.003
2026-01-27 12:50:38.636379,gemini-1.5-pro,4434,45.11,0.0222
2026-01-27 13:00:17.636379,gemini-1.5-pro,6469,65.37,0.0323
2026-01-27 13:13:50.636379,gpt-4o,3468,28.73,0.052
2026-01-27 13:15:41.636379,gemini-1.5-pro,579,6.83,0.0029
2026-01-27 13:19:08.636379,gemini-1.5-pro,1478,15.49,0.0074
2026-01-27 13:23:09.636379,gemini-1.5-pro,1796,18.85,0.009
2026-01-27 13:24:45.636379,gemini-1.5-pro,3290,33.89,0.0164
2026-01-27 13:25:36.636379,gemini-1.5-pro,3527,36.07,0.0176
2026-01-27 13:29:28.636379,gpt-4o,867,6.74,0.013
2026-01-27 13:34:49.636379,gpt-4o,1962,16.84,0.0294
2026-01-27 13:36:14.636379,gemini-1.5-pro,2856,30.46,0.0143
2026-01-27 13:45:29.636379,gpt-4o,7752,63.12,0.1163
2026-01-27 13:49:32.636379,gpt-4o,3657,30.27,0.0549
2026-01-27 13:49:58.636379,gemini-1.5-pro,3980,40.4,0.0199
2026-01-27 13:50:11.636379,gpt-4o,1966,16.99,0.0295
2026-01-27 13:53:44.636379,gemini-1.5-pro,7409,75.07,0.037
2026-01-27 13:55:40.636379,gemini-1.5-pro,2723,28.56,0.0136
2026-01-27 13:58:32.636379,gpt-4o,764,6.71,0.0115
2026-01-27 14:04:32.636379,gemini-1.5-pro,7356,73.79,0.0368
2026-01-27 14:06:05.636379,gemini-1.5-pro,3633,37.05,0.0182
2026-01-27 14:08:10.636379,gemini-1.5-pro,1160,12.8,0.0058
2026-01-27 14:12:06.636379,gemini-1.5-pro,1119,11.79,0.0056
2026-01-27 14:15:01.636379,gemini-1.5-pro,2432,25.23,0.0122
2026-01-27 14:18:07.636379,gpt-4o,2873,23.28,0.0431
2026-01-27 14:19:44.636379,gpt-4o,2202,17.75,0.033
2026-01-27 14:28:09.636379,gemini-1.5-pro,2468,24.07,0.0123
2026-01-27 14:28:47.636379,gemini-1.5-pro,9896,98.72,0.0495
2026-01-27 14:36:27.636379,gpt-4o,5279,42.26,0.0792
2026-01-27 14:48:00.636379,gemini-1.5-pro,2187,22.41,0.0109
2026-01-27 14:49:01.636379,gpt-4o,4634,38.14,0.0695
2026-01-27 14:53:14.636379,gemini-1.5-pro,643,6.77,0.0032
2026-01-27 14:55:35.636379,gemini-1.5-pro,2691,27.23,0.0135
2026-01-27 14:56:38.636379,gemini-1.5-pro,11040,123.31,0.0552
2026-01-27 14:59:34.636379,gemini-1.5-pro,1453,15.82,0.0073
2026-01-27 15:01:45.636379,gemini-1.5-pro,774,7.49,0.0039
2026-01-27 15:06:52.636379,gemini-1.5-pro,941,10.55,0.0047
2026-01-27 15:09:28.636379,gemini-1.5-pro,608,6.82,0.003
2026-01-27 15:13:40.636379,gpt-4o,824,7.38,0.0124
2026-01-27 15:23:59.636379,gpt-4o,1248,10.84,0.0187
2026-01-27 15:27:44.636379,gpt-4o,443,5.6,0.0066
2026-01-27 15:34:06.636379,gemini-1.5-pro,1836,18.95,0.0092
2026-01-27 15:37:15.636379,gemini-1.5-pro,4457,45.14,0.0223
2026-01-27 15:37:36.636379,gemini-1.5-pro,729,8.46,0.0036
2026-01-27 15:46:04.636379,gemini-1.5-pro,8260,82.76,0.0413
2026-01-27 16:00:55.636379,gemini-1.5-pro,3013,30.56,0.0151
2026-01-27 16:03:41.636379,gemini-1.5-pro,5067,51.4,0.0253
2026-01-27 16:08:03.636379,gemini-1.5-pro,936,21.14,0.0047
2026-01-27 16:19:00.636379,gpt-4o,4249,45.55,0.0637
2026-01-27 16:28:03.636379,gemini-1.5-pro,606,5.81,0.003
2026-01-27 16:33:03.636379,gpt-4o,4403,36.75,0.066
2026-01-27 16:40:05.636379,gpt-4o,2147,17.65,0.0322
2026-01-27 16:45:54.636379,gemini-1.5-pro,3144,31.87,0.0157
2026-01-27 16:50:10.636379,gemini-1.5-pro,558,7.52,0.0028
2026-01-27 16:50:13.636379,gpt-4o,738,5.79,0.0111
2026-01-27 16:53:05.636379,gpt-4o,3285,27.42,0.0493
2026-01-27 16:53:16.636379,gemini-1.5-pro,700,7.81,0.0035
2026-01-27 16:58:09.636379,gemini-1.5-pro,2873,29.9,0.0144
2026-01-27 16:59:48.636379,gpt-4o,460,4.45,0.0069
2026-01-27 17:00:47.636379,gemini-1.5-pro,4222,50.84,0.0211
2026-01-27 17:05:28.636379,gemini-1.5-pro,527,7.27,0.0026
2026-01-27 17:14:05.636379,gemini-1.5-pro,3141,32.67,0.0157
2026-01-27 17:19:23.636379,gpt-4o,3379,28.56,0.0507
2026-01-27 17:24:06.636379,gpt-4o,900,7.28,0.0135
2026-01-27 17:25:27.636379,gpt-4o,3235,26.45,0.0485
2026-01-27 17:28:26.636379,gemini-1.5-pro,2345,24.24,0.0117
2026-01-27 17:39:30.636379,gemini-1.5-pro,1054,10.44,0.0053
2026-01-27 17:41:40.636379,gpt-4o,659,5.99,0.0099
2026-01-27 17:43:27.636379,gpt-4o,254,2.95,0.0038
2026-01-27 17:46:15.636379,gpt-4o,2564,20.85,0.0385
2026-01-27 17:50:36.636379,gemini-1.5-pro,378,4.95,0.0019
2026-01-27 17:51:53.636379,gpt-4o,1988,16.87,0.0298
2026-01-27 18:00:11.636379,gpt-4o,1389,11.42,0.0208
2026-01-27 18:03:34.636379,gemini-1.5-pro,3565,35.5,0.0178
2026-01-27 18:10:00.636379,gemini-1.5-pro,1336,13.54,0.0067
2026-01-27 18:13:46.636379,gemini-1.5-pro,1300,13.95,0.0065
2026-01-27 18:13:58.636379,gpt-4o,3758,30.57,0.0564
2026-01-27 18:16:00.636379,gemini-1.5-pro,2527,25.85,0.0126
2026-01-27 18:16:18.636379,gemini-1.5-pro,2480,24.79,0.0124
2026-01-27 18:18:23.636379,gpt-4o,2890,23.23,0.0434
2026-01-27 18:21:46.636379,gemini-1.5-pro,389,5.13,0.0019
2026-01-27 18:26:56.636379,gpt-4o,3853,32.1,0.0578
2026-01-27 18:27:05.636379,gpt-4o,3335,27.22,0.05
2026-01-27 18:28:39.636379,gemini-1.5-pro,654,18.7,0.0033
2026-01-27 18:29:39.636379,gemini-1.5-pro,1416,26.02,0.0071
2026-01-27 18:37:47.636379,gemini-1.5-pro,1738,18.43,0.0087
2026-01-27 18:42:31.636379,gemini-1.5-pro,1580,16.62,0.0079
2026-01-27 18:43:52.636379,gemini-1.5-pro,2524,26.64,0.0126
2026-01-27 18:48:33.636379,gemini-1.5-pro,7565,76.54,0.0378
2026-01-27 18:50:20.636379,gpt-4o,5333,43.48,0.08
2026-01-27 18:54:53.636379,gpt-4o,486,4.25,0.0073
2026-01-27 18:55:35.636379,gemini-1.5-pro,3367,34.22,0.0168
2026-01-27 19:03:37.636379,gpt-4o,6828,55.07,0.1024
2026-01-27 19:07:54.636379,gemini-1.5-pro,2661,27.57,0.0133
2026-01-27 19:12:43.636379,gpt-4o,5382,43.62,0.0807
2026-01-27 19:14:16.636379,gpt-4o,13524,108.72,0.2029
2026-01-27 19:35:06.636379,gpt-4o,5032,40.42,0.0755
2026-01-27 19:37:00.636379,gemini-1.5-pro,2319,24.34,0.0116
2026-01-27 19:42:34.636379,gpt-4o,5141,42.22,0.0771
2026-01-27 19:43:59.636379,gemini-1.5-pro,2089,21.71,0.0104
2026-01-27 19:57:13.636379,gpt-4o,1851,15.71,0.0278
2026-01-27 19:59:00.636379,gpt-4o,1272,10.8,0.0191
2026-01-27 20:04:06.636379,gpt-4o,8633,69.07,0.1295
2026-01-27 20:06:01.636379,gpt-4o,797,7.2,0.012
2026-01-27 20:12:35.636379,gpt-4o,8369,67.45,0.1255
2026-01-27 20:13:19.636379,gemini-1.5-pro,2980,30.97,0.0149
2026-01-27 20:16:27.636379,gemini-1.5-pro,446,6.03,0.0022
2026-01-27 20:22:24.636379,gpt-4o,2611,28.44,0.0392
2026-01-27 20:23:41.636379,gpt-4o,221,1.8,0.0033
2026-01-27 20:29:21.636379,gpt-4o,3379,27.4,0.0507
2026-01-27 20:31:58.636379,gpt-4o,4381,35.54,0.0657
2026-01-27 20:32:39.636379,gemini-1.5-pro,999,10.86,0.005
2026-01-27 20:33:06.636379,gpt-4o,2045,16.91,0.0307
2026-01-27 20:33:09.636379,gemini-1.5-pro,12761,128.61,0.0638
2026-01-27 20:34:12.636379,gpt-4o,1090,9.45,0.0164
2026-01-27 20:38:33.636379,gemini-1.5-pro,627,7.31,0.0031
2026-01-27 20:41:08.636379,gpt-4o,7955,64.5,0.1193
2026-01-27 20:42:22.636379,gpt-4o,12869,103.11,0.193
2026-01-27 20:43:15.636379,gemini-1.5-pro,1814,18.61,0.0091
2026-01-27 20:45:49.636379,gpt-4o,4971,40.78,0.0746
2026-01-27 20:46:15.636379,gpt-4o,6915,55.62,0.1037
2026-01-27 20:50:25.636379,gpt-4o,860,7.32,0.0129
2026-01-27 20:51:20.636379,gemini-1.5-pro,1112,11.81,0.0056
2026-01-27 21:02:13.636379,gpt-4o,6191,51.17,0.0929
2026-01-27 21:12:18.636379,gpt-4o,9749,78.07,0.1462
2026-01-27 21:14:13.636379,gemini-1.5-pro,3174,32.11,0.0159
2026-01-27 21:23:52.636379,gemini-1.5-pro,750,8.29,0.0038
2026-01-27 21:26:25.636379,gemini-1.5-pro,13187,132.58,0.0659
2026-01-27 21:38:10.636379,gpt-4o,1063,8.44,0.0159
2026-01-27 21:40:36.636379,gpt-4o,1293,10.8,0.0194
2026-01-27 21:52:28.636379,gpt-4o,2546,20.88,0.0382
2026-01-27 21:54:41.636379,gemini-1.5-pro,8554,86.09,0.0428
2026-01-27 22:00:39.636379,gpt-4o,4247,34.4,0.0637
2026-01-27 22:01:35.636379,gpt-4o,2737,22.01,0.0411
2026-01-27 22:05:30.636379,gemini-1.5-pro,2873,28.97,0.0144
2026-01-27 22:18:30.636379,gemini-1.5-pro,1888,19.47,0.0094
2026-01-27 22:19:51.636379,gemini-1.5-pro,3159,31.89,0.0158
2026-01-27 22:29:02.636379,gemini-1.5-pro,144,1.59,0.0007
2026-01-27 22:32:36.636379,gemini-1.5-pro,1343,19.09,0.0067
2026-01-27 22:36:37.636379,gpt-4o,2301,19.14,0.0345
2026-01-27 22:41:18.636379,gemini-1.5-pro,571,6.62,0.0029
2026-01-27 22:43:52.636379,gpt-4o,2660,22.28,0.0399
2026-01-27 22:48:15.636379,gpt-4o,1473,12.37,0.0221
2026-01-27 22:48:50.636379,gemini-1.5-pro,10461,105.54,0.0523
2026-01-27 22:58:49.636379,gemini-1.5-pro,8716,87.65,0.0436
2026-01-27 23:02:40.636379,gemini-1.5-pro,1134,12.03,0.0057
2026-01-27 23:06:23.636379,gpt-4o,1554,13.65,0.0233
2026-01-27 23:07:18.636379,gemini-1.5-pro,1679,17.81,0.0084
2026-01-27 23:12:17.636379,gemini-1.5-pro,1150,12.61,0.0058
2026-01-27 23:12:29.636379,gemini-1.5-pro,2197,22.9,0.011
2026-01-27 23:30:40.636379,gemini-1.5-pro,847,9.19,0.0042
2026-01-27 23:32:21.636379,gemini-1.5-pro,583,5.78,0.0029
2026-01-27 23:32:39.636379,gpt-4o,3370,28.07,0.0506
2026-01-27 23:40:21.636379,gpt-4o,3393,28.01,0.0509
2026-01-27 23:59:19.636379,gpt-4o,808,6.99,0.0121
2026-01-28 00:00:39.636379,gemini-1.5-pro,4426,50.69,0.0221
2026-01-28 00:13:40.636379,gemini-1.5-pro,961,10.82,0.0048
2026-01-28 00:28:06.636379,gemini-1.5-pro,2328,23.82,0.0116
2026-01-28 00:28:13.636379,gpt-4o,4106,32.75,0.0616
2026-01-28 00:29:07.636379,gemini-1.5-pro,1748,18.17,0.0087
2026-01-28 00:36:09.636379,gemini-1.5-pro,2849,28.83,0.0142
2026-01-28 00:39:19.636379,gemini-1.5-pro,1078,11.37,0.0054
2026-01-28 00:54:33.636379,gpt-4o,1485,12.59,0.0223
2026-01-28 00:56:29.636379,gemini-1.5-pro,1471,16.41,0.0074
2026-01-28 01:02:32.636379,gpt-4o,856,7.6,0.0128
2026-01-28 01:09:10.636379,gemini-1.5-pro,1515,16.1,0.0076
2026-01-28 01:20:01.636379,gpt-4o,384,4.61,0.0058
2026-01-28 01:24:20.636379,gpt-4o,1106,9.44,0.0166
2026-01-28 01:24:28.636379,gpt-4o,1359,11.79,0.0204
2026-01-28 01:27:36.636379,gemini-1.5-pro,1399,15.17,0.007
2026-01-28 01:36:12.636379,gemini-1.5-pro,1420,15.33,0.0071
2026-01-28 01:38:14.636379,gpt-4o,1699,13.79,0.0255
2026-01-28 01:38:53.636379,gpt-4o,2920,23.08,0.0438
2026-01-28 01:39:06.636379,gemini-1.5-pro,4335,44.56,0.0217
2026-01-28 01:47:52.636379,gemini-1.5-pro,944,10.45,0.0047
2026-01-28 01:58:12.636379,gpt-4o,542,4.35,0.0081
2026-01-28 01:58:24.636379,gemini-1.5-pro,637,6.9,0.0032
2026-01-28 02:07:26.636379,gemini-1.5-pro,1110,11.49,0.0056
2026-01-28 02:07:41.636379,gemini-1.5-pro,1271,12.94,0.0064
2026-01-28 02:09:17.636379,gemini-1.5-pro,837,8.36,0.0042
2026-01-28 02:11:28.636379,gpt-4o,494,5.46,0.0074
2026-01-28 02:15:31.636379,gemini-1.5-pro,1145,12.39,0.0057
2026-01-28 02:16:49.636379,gemini-1.5-pro,2167,22.68,0.0108
2026-01-28 02:17:13.636379,gpt-4o,3278,27.27,0.0492
2026-01-28 02:20:46.636379,gpt-4o,1035,8.51,0.0155
2026-01-28 02:20:52.636379,gemini-1.5-pro,1196,12.09,0.006
2026-01-28 02:26:33.636379,gemini-1.5-pro,715,8.31,0.0036
2026-01-28 02:26:51.636379,gemini-1.5-pro,1752,17.72,0.0088
2026-01-28 02:31:05.636379,gemini-1.5-pro,773,8.88,0.0039
2026-01-28 02:33:29.636379,gpt-4o,3207,25.42,0.0481
2026-01-28 02:40:42.636379,gpt-4o,303,2.29,0.0045
2026-01-28 02:51:45.636379,gpt-4o,1261,10.27,0.0189
2026-01-28 02:53:30.636379,gemini-1.5-pro,2443,25.56,0.0122
2026-01-28 02:56:57.636379,gemini-1.5-pro,2172,23.33,0.0109
2026-01-28 03:03:21.636379,gemini-1.5-pro,26716,268.17,0.1336
2026-01-28 03:22:05.636379,gemini-1.5-pro,2565,26.15,0.0128
2026-01-28 03:33:35.636379,gpt-4o,662,6.25,0.0099
2026-01-28 03:35:19.636379,gpt-4o,1643,12.9,0.0246
2026-01-28 03:39:38.636379,gemini-1.5-pro,306,3.4,0.0015
2026-01-28 03:45:32.636379,gpt-4o,1668,13.88,0.025
2026-01-28 03:46:31.636379,gemini-1.5-pro,785,9.03,0.0039
2026-01-28 03:48:45.636379,gemini-1.5-pro,4516,45.86,0.0226
2026-01-28 03:52:01.636379,gpt-4o,1043,8.69,0.0156
2026-01-28 03:52:15.636379,gemini-1.5-pro,1608,16.75,0.008
2026-01-28 03:58:00.636379,gemini-1.5-pro,957,10.91,0.0048
2026-01-28 04:03:56.636379,gpt-4o,10289,82.43,0.1543
2026-01-28 04:13:17.636379,gemini-1.5-pro,1311,13.42,0.0066
2026-01-28 04:26:38.636379,gemini-1.5-pro,11299,113.65,0.0565
2026-01-28 04:28:17.636379,gpt-4o,4081,33.76,0.0612
2026-01-28 04:29:38.636379,gemini-1.5-pro,2927,29.74,0.0146
2026-01-28 04:34:43.636379,gpt-4o,2614,21.28,0.0392
2026-01-28 04:36:14.636379,gemini-1.5-pro,2680,26.84,0.0134
2026-01-28 04:38:10.636379,gpt-4o,263,2.49,0.0039
2026-01-28 04:40:51.636379,gpt-4o,1368,11.56,0.0205
2026-01-28 04:44:27.636379,gpt-4o,4209,40.95,0.0631
2026-01-28 04:51:01.636379,gemini-1.5-pro,1721,18.1,0.0086
2026-01-28 04:51:25.636379,gpt-4o,443,3.56,0.0066
2026-01-28 04:57:51.636379,gpt-4o,1715,13.42,0.0257
2026-01-28 05:05:13.636379,gpt-4o,9937,79.65,0.1491
2026-01-28 05:10:08.636379,gpt-4o,6291,51.44,0.0944
2026-01-28 05:14:21.636379,gpt-4o,1699,14.0,0.0255
2026-01-28 05:15:46.636379,gemini-1.5-pro,4681,47.11,0.0234
2026-01-28 05:16:36.636379,gemini-1.5-pro,1253,12.84,0.0063
2026-01-28 05:21:04.636379,gemini-1.5-pro,329,4.55,0.0016
2026-01-28 05:35:36.636379,gemini-1.5-pro,717,7.64,0.0036
2026-01-28 05:38:48.636379,gemini-1.5-pro,8629,87.31,0.0431
2026-01-28 05:48:53.636379,gemini-1.5-pro,1374,14.39,0.0069
2026-01-28 05:51:29.636379,gemini-1.5-pro,1417,15.14,0.0071
2026-01-28 05:53:12.636379,gpt-4o,1339,11.67,0.0201
2026-01-28 05:55:32.636379,gemini-1.5-pro,12138,122.68,0.0607
2026-01-28 05:59:20.636379,gpt-4o,9190,73.57,0.1378
2026-01-28 06:03:39.636379,gpt-4o,16626,133.43,0.2494
2026-01-28 06:07:29.636379,gemini-1.5-pro,1542,15.98,0.0077
2026-01-28 06:12:43.636379,gpt-4o,2429,20.5,0.0364
2026-01-28 06:16:11.636379,gpt-4o,396,3.21,0.0059
2026-01-28 06:21:18.636379,gpt-4o,7918,64.05,0.1188
2026-01-28 06:22:12.636379,gpt-4o,562,5.17,0.0084
2026-01-28 06:25:16.636379,gemini-1.5-pro,2245,22.84,0.0112
2026-01-28 06:25:40.636379,gemini-1.5-pro,603,6.03,0.003
2026-01-28 06:29:27.636379,gemini-1.5-pro,1003,10.52,0.005
2026-01-28 06:32:55.636379,gemini-1.5-pro,782,8.47,0.0039
2026-01-28 06:34:00.636379,gemini-1.5-pro,984,10.52,0.0049
2026-01-28 06:38:30.636379,gemini-1.5-pro,1054,11.18,0.0053
2026-01-28 06:42:06.636379,gemini-1.5-pro,1044,11.56,0.0052
2026-01-28 06:45:45.636379,gemini-1.5-pro,4160,42.8,0.0208
2026-01-28 06:46:52.636379,gemini-1.5-pro,598,7.32,0.003
2026-01-28 06:49:09.636379,gemini-1.5-pro,2254,35.94,0.0113
2026-01-28 06:54:21.636379,gpt-4o,6111,48.84,0.0917
2026-01-28 06:58:23.636379,gemini-1.5-pro,1082,11.59,0.0054
2026-01-28 07:06:13.636379,gpt-4o,881,7.76,0.0132
2026-01-28 07:07:41.636379,gpt-4o,1435,12.35,0.0215
2026-01-28 07:11:46.636379,gpt-4o,5882,47.86,0.0882
2026-01-28 07:13:10.636379,gpt-4o,2195,17.78,0.0329
2026-01-28 07:19:18.636379,gemini-1.5-pro,1062,10.97,0.0053
2026-01-28 07:20:10.636379,gpt-4o,2933,24.81,0.044
2026-01-28 07:20:39.636379,gemini-1.5-pro,600,7.22,0.003
2026-01-28 07:23:10.636379,gemini-1.5-pro,3573,36.54,0.0179
2026-01-28 07:23:46.636379,gpt-4o,2720,22.94,0.0408
2026-01-28 07:29:50.636379,gemini-1.5-pro,1329,13.33,0.0066
2026-01-28 07:34:09.636379,gpt-4o,781,6.08,0.0117
2026-01-28 07:40:32.636379,gpt-4o,744,5.36,0.0112
2026-01-28 07:49:03.636379,gemini-1.5-pro,3086,39.98,0.0154
2026-01-28 08:01:38.636379,gemini-1.5-pro,6179,62.66,0.0309
2026-01-28 08:21:32.636379,gpt-4o,955,8.37,0.0143
2026-01-28 08:21:41.636379,gemini-1.5-pro,2859,29.26,0.0143
2026-01-28 08:24:39.636379,gemini-1.5-pro,224,3.07,0.0011
2026-01-28 08:36:49.636379,gemini-1.5-pro,1007,10.46,0.005
2026-01-28 08:43:56.636379,gpt-4o,1752,14.67,0.0263
2026-01-28 08:45:21.636379,gpt-4o,728,5.7,0.0109
2026-01-28 08:51:50.636379,gemini-1.5-pro,708,7.98,0.0035
2026-01-28 08:51:53.636379,gemini-1.5-pro,927,9.71,0.0046
2026-01-28 08:55:40.636379,gemini-1.5-pro,2421,24.34,0.0121
2026-01-28 08:56:29.636379,gemini-1.5-pro,1499,15.65,0.0075
2026-01-28 08:57:17.636379,gemini-1.5-pro,192,3.16,0.001
2026-01-28 08:59:20.636379,gpt-4o,216,1.84,0.0032
2026-01-28 09:05:03.636379,gemini-1.5-pro,985,10.99,0.0049
2026-01-28 09:07:04.636379,gpt-4o,2857,23.33,0.0429
2026-01-28 09:10:53.636379,gemini-1.5-pro,115,1.46,0.0006
2026-01-28 09:15:59.636379,gpt-4o,1096,9.07,0.0164
2026-01-28 09:21:58.636379,gemini-1.5-pro,1068,11.39,0.0053
2026-01-28 09:23:58.636379,gpt-4o,7246,57.26,0.1087
2026-01-28 09:30:23.636379,gemini-1.5-pro,1230,12.37,0.0062
2026-01-28 09:31:48.636379,gpt-4o,2651,32.93,0.0398
2026-01-28 09:34:32.636379,gpt-4o,2082,17.5,0.0312
2026-01-28 09:41:38.636379,gpt-4o,214,1.91,0.0032
2026-01-28 09:50:07.636379,gpt-4o,3897,31.85,0.0585
2026-01-28 09:53:45.636379,gpt-4o,2242,18.41,0.0336
2026-01-28 10:06:21.636379,gpt-4o,3005,24.11,0.0451
2026-01-28 10:14:05.636379,gemini-1.5-pro,30000,300.53,0.15
2026-01-28 10:24:23.636379,gpt-4o,224,1.62,0.0034
2026-01-28 10:28:46.636379,gemini-1.5-pro,10144,110.23,0.0507
2026-01-28 10:30:37.636379,gemini-1.5-pro,1356,24.39,0.0068
2026-01-28 10:30:47.636379,gemini-1.5-pro,2409,25.46,0.012
2026-01-28 10:33:01.636379,gemini-1.5-pro,1727,18.56,0.0086
2026-01-28 10:35:18.636379,gemini-1.5-pro,1182,13.32,0.0059
2026-01-28 10:39:41.636379,gpt-4o,1022,8.16,0.0153
2026-01-28 10:44:03.636379,gpt-4o,2513,20.5,0.0377
2026-01-28 10:53:50.636379,gpt-4o,396,4.21,0.0059
2026-01-28 11:04:34.636379,gemini-1.5-pro,3829,38.72,0.0191
2026-01-28 11:07:13.636379,gpt-4o,1192,10.18,0.0179
2026-01-28 11:33:37.636379,gpt-4o,584,15.96,0.0088
2026-01-28 11:34:08.636379,gpt-4o,1152,9.45,0.0173
2026-01-28 11:34:27.636379,gpt-4o,6355,51.53,0.0953
2026-01-28 11:34:47.636379,gpt-4o,1058,20.85,0.0159
2026-01-28 11:34:54.636379,gemini-1.5-pro,2587,26.02,0.0129
2026-01-28 11:36:48.636379,gpt-4o,870,8.44,0.013
2026-01-28 11:36:54.636379,gemini-1.5-pro,3858,39.61,0.0193
2026-01-28 11:50:38.636379,gemini-1.5-pro,3588,35.49,0.0179
2026-01-28 11:52:27.636379,gemini-1.5-pro,11482,115.99,0.0574
2026-01-28 11:53:20.636379,gemini-1.5-pro,1516,15.6,0.0076
2026-01-28 11:53:54.636379,gemini-1.5-pro,3528,35.89,0.0176
2026-01-28 11:54:47.636379,gpt-4o,1994,16.26,0.0299
2026-01-28 12:03:44.636379,gpt-4o,6606,54.39,0.0991
2026-01-28 12:09:37.636379,gpt-4o,881,7.48,0.0132
2026-01-28 12:09:59.636379,gemini-1.5-pro,3808,38.55,0.019
2026-01-28 12:10:02.636379,gpt-4o,1488,12.76,0.0223
2026-01-28 12:11:17.636379,gpt-4o,1695,21.27,0.0254
2026-01-28 12:13:53.636379,gemini-1.5-pro,1981,20.98,0.0099
2026-01-28 12:15:40.636379,gemini-1.5-pro,2326,24.09,0.0116
2026-01-28 12:18:09.636379,gemini-1.5-pro,1609,16.57,0.008
2026-01-28 12:19:49.636379,gemini-1.5-pro,2241,22.33,0.0112
2026-01-28 12:24:52.636379,gpt-4o,8761,70.19,0.1314
2026-01-28 12:25:36.636379,gemini-1.5-pro,4843,48.84,0.0242
2026-01-28 12:28:25.636379,gemini-1.5-pro,4311,44.81,0.0216
2026-01-28 12:34:17.636379,gpt-4o,1146,10.1,0.0172
2026-01-28 12:47:21.636379,gpt-4o,743,6.23,0.0111
2026-01-28 12:51:51.636379,gemini-1.5-pro,4699,47.85,0.0235
