Review_ID,True_Label,Predicted_Label,Source
REV-00737,Positive,Positive,Website
REV-00738,Neutral,Neutral,Mobile App
REV-00739,Neutral,Neutral,Mobile App
REV-00740,Neutral,Positive,Mobile App
REV-00741,Neutral,Neutral,Website
REV-00742,Positive,Positive,Website
REV-00743,Positive,Neutral,Website
REV-00744,Negative,Negative,Mobile App
REV-00745,Positive,Positive,Mobile App
REV-00746,Neutral,Neutral,Mobile App
REV-00747,Positive,Positive,Mobile App
REV-00748,Positive,Positive,Website
REV-00749,Positive,Positive,Website
REV-00750,Negative,Neutral,Website
REV-00751,Positive,Positive,Website
REV-00752,Positive,Positive,Website
REV-00753,Neutral,Neutral,Website
REV-00754,Negative,Negative,Website
REV-00755,Positive,Positive,Website
REV-00756,Positive,Positive,Mobile App
REV-00757,Positive,Positive,Mobile App
REV-00758,Positive,Positive,Website
REV-00759,Positive,Positive,Mobile App
REV-00760,Negative,Negative,Website
REV-00761,Neutral,Neutral,Website
REV-00762,Negative,Negative,Mobile App
REV-00763,Positive,Positive,Website
REV-00764,Negative,Negative,Website
REV-00765,Positive,Positive,Website
REV-00766,Positive,Positive,Website
REV-00767,Positive,Positive,Website
REV-00768,Neutral,Neutral,Website
REV-00769,Positive,Positive,Website
REV-00770,Negative,Negative,Mobile App
REV-00771,Positive,Positive,Mobile App
REV-00772,Negative,Negative,Website
REV-00773,Neutral,Neutral,Mobile App
REV-00774,Positive,Positive,Website
REV-00775,Negative,Neutral,Website
REV-00776,Negative,Negative,Website
REV-00777,Positive,Positive,Website
REV-00778,Positive,Positive,Mobile App
REV-00779,Positive,Positive,Mobile App
REV-00780,Positive,Positive,Mobile App
REV-00781,Positive,Positive,Mobile App
REV-00782,Negative,Negative,Website
REV-00783,Neutral,Neutral,Mobile App
REV-00784,Negative,Negative,Website
REV-00785,Positive,Positive,Website
REV-00786,Positive,Positive,Mobile App
REV-00787,Neutral,Neutral,Website
REV-00788,Neutral,Negative,Mobile App
REV-00789,Positive,Positive,Mobile App
REV-00790,Negative,Negative,Mobile App
REV-00791,Positive,Neutral,Mobile App
REV-00792,Positive,Positive,Mobile App
REV-00793,Positive,Positive,Website
REV-00794,Negative,Negative,Mobile App
REV-00795,Positive,Positive,Mobile App
REV-00796,Positive,Positive,Website
REV-00797,Positive,Positive,Mobile App
REV-00798,Positive,Positive,Mobile App
REV-00799,Positive,Positive,Website
REV-00800,Positive,Positive,Website
REV-00801,Negative,Neutral,Mobile App
REV-00802,Positive,Positive,Website
REV-00803,Positive,Positive,Mobile App
REV-00804,Neutral,Neutral,Website
REV-00805,Positive,Positive,Mobile App
REV-00806,Positive,Positive,Mobile App
REV-00807,Positive,Positive,Mobile App
REV-00808,Neutral,Negative,Website
REV-00809,Negative,Negative,Mobile App
REV-00810,Positive,Positive,Website
REV-00811,Positive,Positive,Mobile App
REV-00812,Negative,Negative,Mobile App
REV-00813,Positive,Positive,Mobile App
REV-00814,Positive,Positive,Mobile App
REV-00815,Positive,Positive,Mobile App
REV-00816,Positive,Positive,Website
REV-00817,Neutral,Neutral,Website
REV-00818,Negative,Negative,Website
REV-00819,Neutral,Neutral,Mobile App
REV-00820,Positive,Positive,Mobile App
REV-00821,Negative,Negative,Website
REV-00822,Neutral,Neutral,Mobile App
REV-00823,Neutral,Neutral,Mobile App
REV-00824,Positive,Positive,Mobile App
REV-00825,Positive,Neutral,Website
REV-00826,Neutral,Neutral,Website
REV-00827,Neutral,Neutral,Website
REV-00828,Positive,Positive,Website
REV-00829,Neutral,Neutral,Website
REV-00830,Negative,Negative,Mobile App
REV-00831,Neutral,Neutral,Mobile App
REV-00832,Negative,Negative,Mobile App
REV-00833,Negative,Negative,Mobile App
REV-00834,Neutral,Neutral,Website
REV-00835,Neutral,Neutral,Website
REV-00836,Positive,Positive,Mobile App
REV-00837,Neutral,Negative,Website
REV-00838,Positive,Positive,Mobile App
REV-00839,Positive,Positive,Mobile App
REV-00840,Negative,Negative,Mobile App
REV-00841,Positive,Neutral,Mobile App
REV-00842,Negative,Negative,Website
REV-00843,Positive,Positive,Mobile App
REV-00844,Negative,Negative,Website
REV-00845,Neutral,Neutral,Mobile App
REV-00846,Negative,Positive,Mobile App
REV-00847,Positive,Positive,Mobile App
REV-00848,Positive,Positive,Mobile App
REV-00849,Positive,Neutral,Website
REV-00850,Negative,Negative,Mobile App
REV-00851,Positive,Positive,Website
REV-00852,Negative,Negative,Mobile App
REV-00853,Positive,Positive,Mobile App
REV-00854,Negative,Negative,Mobile App
REV-00855,Negative,Negative,Website
REV-00856,Negative,Negative,Mobile App
REV-00857,Neutral,Neutral,Mobile App
REV-00858,Positive,Positive,Mobile App
REV-00859,Negative,Negative,Mobile App
REV-00860,Positive,Positive,Mobile App
REV-00861,Neutral,Neutral,Website
REV-00862,Positive,Positive,Website
REV-00863,Neutral,Neutral,Mobile App
REV-00864,Neutral,Negative,Mobile App
REV-00865,Positive,Positive,Website
REV-00866,Negative,Negative,Mobile App
REV-00867,Negative,Negative,Website
REV-00868,Positive,Positive,Mobile App
REV-00869,Positive,Neutral,Mobile App
REV-00870,Neutral,Neutral,Website
REV-00871,Negative,Negative,Mobile App
REV-00872,Positive,Positive,Website
REV-00873,Neutral,Neutral,Website
REV-00874,Negative,Negative,Website
REV-00875,Negative,Negative,Mobile App
REV-00876,Positive,Positive,Website
REV-00877,Positive,Positive,Website
REV-00878,Negative,Negative,Mobile App
REV-00879,Negative,Negative,Mobile App
REV-00880,Negative,Negative,Mobile App
REV-00881,Positive,Positive,Mobile App
REV-00882,Negative,Neutral,Mobile App
REV-00883,Negative,Negative,Mobile App
REV-00884,Positive,Positive,Website
REV-00885,Negative,Neutral,Mobile App
REV-00886,Positive,Positive,Website
REV-00887,Negative,Negative,Mobile App
REV-00888,Negative,Negative,Website
REV-00889,Negative,Negative,Website
REV-00890,Positive,Positive,Mobile App
REV-00891,Positive,Positive,Mobile App
REV-00892,Positive,Positive,Website
REV-00893,Neutral,Neutral,Mobile App
REV-00894,Positive,Positive,Mobile App
REV-00895,Negative,Negative,Website
REV-00896,Negative,Negative,Website
REV-00897,Positive,Positive,Website
REV-00898,Negative,Negative,Mobile App
REV-00899,Negative,Negative,Mobile App
REV-00900,Negative,Negative,Mobile App
REV-00901,Negative,Negative,Mobile App
REV-00902,Negative,Neutral,Website
REV-00903,Positive,Positive,Mobile App
REV-00904,Neutral,Neutral,Website
REV-00905,Positive,Positive,Mobile App
REV-00906,Positive,Positive,Mobile App
REV-00907,Neutral,Neutral,Website
REV-00908,Negative,Negative,Mobile App
REV-00909,Neutral,Neutral,Mobile App
REV-00910,Positive,Neutral,Website
REV-00911,Negative,Negative,Mobile App
REV-00912,Positive,Negative,Website
REV-00913,Neutral,Positive,Website
REV-00914,Positive,Positive,Website
REV-00915,Neutral,Neutral,Website
REV-00916,Negative,Negative,Mobile App
REV-00917,Positive,Positive,Mobile App
REV-00918,Positive,Positive,Mobile App
REV-00919,Negative,Negative,Website
REV-00920,Positive,Positive,Mobile App
REV-00921,Neutral,Neutral,Mobile App
REV-00922,Positive,Positive,Mobile App
REV-00923,Positive,Positive,Mobile App
REV-00924,Neutral,Positive,Website
REV-00925,Negative,Negative,Website
REV-00926,Negative,Negative,Mobile App
REV-00927,Positive,Positive,Website
REV-00928,Positive,Positive,Mobile App
REV-00929,Negative,Negative,Mobile App
REV-00930,Negative,Neutral,Mobile App
REV-00931,Positive,Positive,Website
REV-00932,Positive,Positive,Mobile App
REV-00933,Positive,Positive,Website
REV-00934,Negative,Negative,Website
REV-00935,Negative,Negative,Mobile App
REV-00936,Negative,Negative,Website
REV-00937,Positive,Positive,Website
REV-00938,Negative,Negative,Mobile App
REV-00939,Positive,Positive,Website
REV-00940,Negative,Negative,Website
REV-00941,Positive,Positive,Mobile App
REV-00942,Positive,Neutral,Mobile App
REV-00943,Positive,Positive,Website
REV-00944,Negative,Negative,Mobile App
REV-00945,Negative,Negative,Mobile App
REV-00946,Negative,Negative,Website
REV-00947,Positive,Positive,Website
REV-00948,Positive,Positive,Mobile App
REV-00949,Positive,Positive,Website
REV-00950,Positive,Neutral,Mobile App
REV-00951,Positive,Positive,Mobile App
REV-00952,Negative,Positive,Website
REV-00953,Positive,Positive,Website
REV-00954,Neutral,Neutral,Mobile App
REV-00955,Neutral,Positive,Mobile App
REV-00956,Positive,Positive,Mobile App
REV-00957,Negative,Negative,Mobile App
REV-00958,Negative,Negative,Website
REV-00959,Positive,Neutral,Mobile App
REV-00960,Negative,Negative,Website
REV-00961,Positive,Positive,Website
REV-00962,Negative,Negative,Mobile App
REV-00963,Neutral,Neutral,Website
REV-00964,Negative,Negative,Website
REV-00965,Neutral,Neutral,Mobile App
REV-00966,Positive,Positive,Website
REV-00967,Negative,Negative,Website
REV-00968,Positive,Positive,Mobile App
REV-00969,Neutral,Neutral,Mobile App
REV-00970,Positive,Positive,Mobile App
REV-00971,Positive,Positive,Mobile App
REV-00972,Positive,Positive,Mobile App
REV-00973,Negative,Negative,Mobile App
REV-00974,Negative,Negative,Mobile App
REV-00975,Negative,Neutral,Website
REV-00976,Positive,Positive,Website
REV-00977,Negative,Negative,Mobile App
REV-00978,Neutral,Negative,Website
REV-00979,Positive,Positive,Website
REV-00980,Neutral,Neutral,Mobile App
REV-00981,Positive,Positive,Website
REV-00982,Negative,Negative,Mobile App
REV-00983,Negative,Negative,Website
REV-00984,Positive,Positive,Mobile App
REV-00985,Neutral,Positive,Website
REV-00986,Positive,Neutral,Website
REV-00987,Neutral,Neutral,Website
REV-00988,Negative,Negative,Mobile App
REV-00989,Positive,Positive,Website
REV-00990,Positive,Neutral,Website
REV-00991,Positive,Positive,Mobile App
REV-00992,Negative,Negative,Mobile App
REV-00993,Positive,Neutral,Website
REV-00994,Neutral,Neutral,Website
REV-00995,Negative,Negative,Website
REV-00996,Positive,Positive,Website
REV-00997,Negative,Negative,Mobile App
REV-00998,Positive,Positive,Website
REV-00999,Neutral,Neutral,Website
REV-01000,Negative,Negative,Mobile App
REV-01001,Positive,Positive,Website
REV-01002,Positive,Positive,Website
REV-01003,Positive,Positive,Website
REV-01004,Positive,Positive,Mobile App
REV-01005,Positive,Positive,Mobile App
REV-01006,Positive,Positive,Website
REV-01007,Positive,Positive,Website
REV-01008,Negative,Negative,Mobile App
REV-01009,Neutral,Negative,Website
REV-01010,Negative,Negative,Website
REV-01011,Positive,Positive,Mobile App
REV-01012,Positive,Positive,Mobile App
REV-01013,Negative,Negative,Mobile App
REV-01014,Positive,Positive,Website
REV-01015,Positive,Positive,Website
REV-01016,Negative,Neutral,Website
REV-01017,Positive,Positive,Website
REV-01018,Positive,Positive,Mobile App
REV-01019,Negative,Negative,Website
REV-01020,Positive,Positive,Website
REV-01021,Negative,Negative,Mobile App
REV-01022,Positive,Positive,Mobile App
REV-01023,Positive,Positive,Website
REV-01024,Positive,Positive,Mobile App
REV-01025,Neutral,Neutral,Mobile App
REV-01026,Positive,Positive,Website
REV-01027,Positive,Positive,Website
REV-01028,Neutral,Neutral,Website
REV-01029,Positive,Positive,Website
REV-01030,Negative,Negative,Mobile App
REV-01031,Positive,Positive,Mobile App
REV-01032,Negative,Negative,Website
REV-01033,Negative,Positive,Website
REV-01034,Negative,Negative,Mobile App
REV-01035,Positive,Positive,Website
REV-01036,Neutral,Positive,Website
REV-01037,Positive,Positive,Website
REV-01038,Negative,Negative,Website
REV-01039,Neutral,Neutral,Mobile App
REV-01040,Positive,Positive,Website
REV-01041,Positive,Positive,Mobile App
REV-01042,Neutral,Neutral,Website
REV-01043,Positive,Positive,Website
REV-01044,Positive,Positive,Mobile App
REV-01045,Positive,Positive,Website
REV-01046,Negative,Negative,Mobile App
REV-01047,Negative,Negative,Website
REV-01048,Positive,Positive,Website
REV-01049,Negative,Negative,Website
REV-01050,Positive,Positive,Website
REV-01051,Positive,Positive,Website
REV-01052,Positive,Positive,Mobile App
REV-01053,Positive,Positive,Mobile App
REV-01054,Positive,Positive,Website
REV-01055,Neutral,Negative,Website
REV-01056,Positive,Positive,Mobile App
REV-01057,Neutral,Negative,Mobile App
REV-01058,Neutral,Positive,Website
REV-01059,Positive,Positive,Website
REV-01060,Positive,Positive,Mobile App
REV-01061,Positive,Positive,Website
REV-01062,Positive,Positive,Mobile App
REV-01063,Neutral,Neutral,Website
REV-01064,Neutral,Positive,Mobile App
REV-01065,Positive,Positive,Mobile App
REV-01066,Negative,Negative,Website
REV-01067,Negative,Positive,Mobile App
REV-01068,Neutral,Neutral,Website
REV-01069,Negative,Negative,Website
REV-01070,Negative,Negative,Website
REV-01071,Negative,Negative,Website
REV-01072,Negative,Negative,Mobile App
REV-01073,Negative,Negative,Website
REV-01074,Positive,Positive,Website
REV-01075,Neutral,Neutral,Website
REV-01076,Neutral,Neutral,Website
REV-01077,Positive,Positive,Mobile App
REV-01078,Negative,Negative,Website
REV-01079,Positive,Positive,Mobile App
REV-01080,Positive,Positive,Mobile App
REV-01081,Negative,Negative,Mobile App
REV-01082,Neutral,Neutral,Website
REV-01083,Positive,Positive,Website
REV-01084,Positive,Positive,Website
REV-01085,Neutral,Negative,Website
REV-01086,Positive,Positive,Mobile App
REV-01087,Negative,Negative,Mobile App
REV-01088,Positive,Positive,Website
REV-01089,Negative,Negative,Website
REV-01090,Positive,Positive,Website
REV-01091,Positive,Positive,Website
REV-01092,Positive,Positive,Website
REV-01093,Positive,Positive,Website
REV-01094,Negative,Negative,Website
REV-01095,Negative,Negative,Mobile App
REV-01096,Negative,Negative,Mobile App
REV-01097,Negative,Negative,Mobile App
REV-01098,Positive,Positive,Mobile App
REV-01099,Neutral,Negative,Website
REV-01100,Negative,Negative,Website
REV-01101,Positive,Positive,Website
REV-01102,Positive,Positive,Website
REV-01103,Positive,Positive,Website
REV-01104,Positive,Positive,Mobile App
REV-01105,Negative,Negative,Website
REV-01106,Neutral,Positive,Mobile App
REV-01107,Positive,Neutral,Website
REV-01108,Positive,Positive,Mobile App
REV-01109,Negative,Negative,Website
REV-01110,Positive,Positive,Mobile App
REV-01111,Negative,Negative,Website
REV-01112,Negative,Negative,Website
REV-01113,Positive,Neutral,Website
REV-01114,Positive,Positive,Website
REV-01115,Positive,Positive,Mobile App
REV-01116,Negative,Neutral,Website
REV-01117,Positive,Positive,Mobile App
REV-01118,Negative,Negative,Website
REV-01119,Negative,Negative,Mobile App
REV-01120,Positive,Positive,Website
REV-01121,Positive,Positive,Website
REV-01122,Positive,Positive,Mobile App
REV-01123,Positive,Positive,Website
REV-01124,Positive,Positive,Website
REV-01125,Positive,Positive,Mobile App
REV-01126,Negative,Negative,Website
REV-01127,Neutral,Positive,Mobile App
REV-01128,Neutral,Neutral,Website
REV-01129,Negative,Negative,Mobile App
REV-01130,Positive,Positive,Mobile App
REV-01131,Neutral,Neutral,Mobile App
REV-01132,Negative,Negative,Mobile App
REV-01133,Negative,Negative,Website
REV-01134,Positive,Positive,Website
REV-01135,Negative,Negative,Mobile App
REV-01136,Positive,Positive,Website
REV-01137,Neutral,Neutral,Website
REV-01138,Neutral,Neutral,Website
REV-01139,Positive,Positive,Mobile App
REV-01140,Positive,Positive,Website
REV-01141,Neutral,Negative,Website
REV-01142,Positive,Neutral,Mobile App
REV-01143,Positive,Positive,Website
REV-01144,Negative,Neutral,Mobile App
REV-01145,Positive,Positive,Mobile App
REV-01146,Positive,Positive,Mobile App
REV-01147,Positive,Positive,Website
REV-01148,Positive,Positive,Website
REV-01149,Positive,Positive,Mobile App
REV-01150,Positive,Positive,Mobile App
REV-01151,Positive,Negative,Mobile App
REV-01152,Positive,Positive,Mobile App
REV-01153,Positive,Positive,Mobile App
REV-01154,Positive,Positive,Mobile App
REV-01155,Positive,Negative,Website
REV-01156,Negative,Negative,Mobile App
REV-01157,Positive,Positive,Mobile App
REV-01158,Positive,Positive,Mobile App
REV-01159,Negative,Negative,Website
REV-01160,Positive,Positive,Website
REV-01161,Negative,Negative,Website
REV-01162,Neutral,Neutral,Website
REV-01163,Positive,Positive,Mobile App
REV-01164,Negative,Negative,Website
REV-01165,Positive,Positive,Mobile App
REV-01166,Positive,Positive,Mobile App
REV-01167,Positive,Neutral,Mobile App
REV-01168,Negative,Negative,Mobile App
REV-01169,Negative,Negative,Mobile App
REV-01170,Positive,Positive,Mobile App
REV-01171,Positive,Positive,Website
REV-01172,Positive,Positive,Website
REV-01173,Negative,Negative,Website
REV-01174,Positive,Positive,Website
REV-01175,Positive,Positive,Website
REV-01176,Positive,Positive,Mobile App
REV-01177,Negative,Negative,Website
REV-01178,Positive,Positive,Website
REV-01179,Positive,Positive,Website
REV-01180,Positive,Positive,Mobile App
REV-01181,Neutral,Neutral,Mobile App
REV-01182,Positive,Positive,Mobile App
REV-01183,Positive,Positive,Website
REV-01184,Negative,Negative,Website
REV-01185,Positive,Positive,Website
REV-01186,Positive,Positive,Website
REV-01187,Negative,Negative,Website
REV-01188,Neutral,Neutral,Mobile App
REV-01189,Positive,Positive,Website
REV-01190,Negative,Negative,Mobile App
REV-01191,Positive,Positive,Website
REV-01192,Neutral,Neutral,Mobile App
REV-01193,Positive,Positive,Mobile App
REV-01194,Negative,Negative,Mobile App
REV-01195,Positive,Positive,Mobile App
REV-01196,Positive,Neutral,Website
REV-01197,Positive,Positive,Website
REV-01198,Positive,Positive,Website
REV-01199,Negative,Negative,Mobile App
REV-01200,Positive,Positive,Website
REV-01201,Negative,Negative,Website
REV-01202,Negative,Negative,Website
REV-01203,Neutral,Positive,Website
REV-01204,Neutral,Negative,Mobile App
REV-01205,Positive,Positive,Mobile App
REV-01206,Positive,Positive,Website
REV-01207,Neutral,Neutral,Website
REV-01208,Negative,Negative,Website
REV-01209,Positive,Neutral,Mobile App
REV-01210,Neutral,Negative,Mobile App
REV-01211,Neutral,Neutral,Mobile App
REV-01212,Negative,Negative,Website
REV-01213,Positive,Positive,Mobile App
REV-01214,Positive,Positive,Mobile App
REV-01215,Negative,Negative,Mobile App
REV-01216,Negative,Negative,Mobile App
REV-01217,Positive,Positive,Mobile App
REV-01218,Positive,Positive,Website
REV-01219,Negative,Negative,Website
REV-01220,Positive,Positive,Website
REV-01221,Negative,Negative,Website
REV-01222,Neutral,Positive,Mobile App
REV-01223,Positive,Positive,Website
REV-01224,Neutral,Neutral,Website
REV-01225,Positive,Positive,Website
REV-01226,Neutral,Neutral,Mobile App
REV-01227,Negative,Negative,Website
REV-01228,Positive,Positive,Mobile App
REV-01229,Neutral,Neutral,Mobile App
REV-01230,Positive,Positive,Mobile App
REV-01231,Negative,Negative,Website
REV-01232,Negative,Negative,Mobile App
REV-01233,Negative,Neutral,Website
REV-01234,Positive,Neutral,Website
REV-01235,Neutral,Neutral,Website
REV-01236,Positive,Neutral,Mobile App
REV-01237,Neutral,Neutral,Mobile App
REV-01238,Positive,Positive,Website
REV-01239,Negative,Negative,Mobile App
REV-01240,Positive,Positive,Mobile App
REV-01241,Positive,Positive,Mobile App
REV-01242,Positive,Positive,Website
REV-01243,Positive,Positive,Mobile App
REV-01244,Positive,Positive,Mobile App
REV-01245,Positive,Positive,Website
REV-01246,Negative,Negative,Mobile App
REV-01247,Negative,Negative,Website
REV-01248,Positive,Positive,Mobile App
REV-01249,Positive,Positive,Mobile App
REV-01250,Positive,Positive,Mobile App
REV-01251,Neutral,Negative,Mobile App
REV-01252,Negative,Negative,Mobile App
REV-01253,Negative,Negative,Mobile App
REV-01254,Positive,Positive,Website
REV-01255,Neutral,Neutral,Mobile App
REV-01256,Negative,Positive,Mobile App
REV-01257,Neutral,Neutral,Mobile App
REV-01258,Negative,Negative,Website
REV-01259,Positive,Positive,Website
REV-01260,Negative,Negative,Website
REV-01261,Positive,Positive,Mobile App
REV-01262,Neutral,Neutral,Mobile App
REV-01263,Neutral,Neutral,Website
REV-01264,Negative,Negative,Website
REV-01265,Negative,Negative,Website
REV-01266,Neutral,Neutral,Mobile App
REV-01267,Neutral,Negative,Website
REV-01268,Positive,Positive,Mobile App
REV-01269,Negative,Neutral,Mobile App
REV-01270,Positive,Positive,Mobile App
REV-01271,Positive,Positive,Website
REV-01272,Positive,Positive,Mobile App
REV-01273,Negative,Negative,Website
REV-01274,Neutral,Neutral,Website
REV-01275,Negative,Negative,Website
REV-01276,Negative,Negative,Website
REV-01277,Positive,Positive,Mobile App
REV-01278,Negative,Negative,Mobile App
REV-01279,Neutral,Neutral,Mobile App
REV-01280,Positive,Positive,Mobile App
REV-01281,Positive,Positive,Website
REV-01282,Positive,Positive,Website
REV-01283,Negative,Negative,Website
REV-01284,Neutral,Neutral,Website
REV-01285,Positive,Positive,Mobile App
REV-01286,Negative,Neutral,Website
REV-01287,Neutral,Neutral,Mobile App
REV-01288,Negative,Negative,Website
REV-01289,Negative,Negative,Website
REV-01290,Neutral,Neutral,Website
REV-01291,Negative,Negative,Website
REV-01292,Positive,Positive,Mobile App
REV-01293,Positive,Positive,Mobile App
REV-01294,Positive,Positive,Mobile App
REV-01295,Negative,Negative,Mobile App
REV-01296,Negative,Negative,Website
REV-01297,Negative,Negative,Website
REV-01298,Positive,Positive,Mobile App
REV-01299,Positive,Positive,Mobile App
REV-01300,Negative,Negative,Website
REV-01301,Positive,Positive,Website
REV-01302,Negative,Negative,Mobile App
REV-01303,Positive,Positive,Mobile App
REV-01304,Positive,Positive,Mobile App
REV-01305,Positive,Neutral,Website
REV-01306,Positive,Positive,Mobile App
REV-01307,Positive,Positive,Mobile App
REV-01308,Neutral,Neutral,Mobile App
REV-01309,Positive,Positive,Mobile App
REV-01310,Negative,Negative,Mobile App
REV-01311,Positive,Positive,Website
REV-01312,Positive,Positive,Mobile App
REV-01313,Positive,Positive,Website
REV-01314,Neutral,Positive,Mobile App
REV-01315,Positive,Positive,Mobile App
REV-01316,Positive,Positive,Mobile App
REV-01317,Positive,Neutral,Website
REV-01318,Negative,Negative,Website
REV-01319,Negative,Negative,Website
REV-01320,Negative,Negative,Mobile App
REV-01321,Negative,Neutral,Mobile App
REV-01322,Positive,Positive,Website
REV-01323,Negative,Negative,Website
REV-01324,Positive,Positive,Mobile App
REV-01325,Neutral,Positive,Website
REV-01326,Negative,Negative,Mobile App
REV-01327,Positive,Positive,Website
REV-01328,Positive,Neutral,Website
REV-01329,Neutral,Neutral,Website
REV-01330,Positive,Positive,Mobile App
REV-01331,Positive,Positive,Mobile App
REV-01332,Negative,Negative,Website
REV-01333,Positive,Positive,Mobile App
REV-01334,Positive,Positive,Mobile App
REV-01335,Positive,Neutral,Mobile App
REV-01336,Negative,Negative,Mobile App
REV-01337,Positive,Positive,Website
REV-01338,Negative,Negative,Mobile App
REV-01339,Negative,Negative,Mobile App
REV-01340,Negative,Negative,Website
REV-01341,Neutral,Negative,Mobile App
REV-01342,Positive,Positive,Mobile App
REV-01343,Positive,Positive,Mobile App
REV-01344,Positive,Positive,Website
REV-01345,Neutral,Neutral,Website
REV-01346,Neutral,Neutral,Mobile App
REV-01347,Neutral,Neutral,Mobile App
REV-01348,Positive,Positive,Website
REV-01349,Negative,Negative,Website
REV-01350,Positive,Positive,Website
REV-01351,Positive,Positive,Mobile App
REV-01352,Neutral,Neutral,Mobile App
REV-01353,Positive,Positive,Website
REV-01354,Neutral,Neutral,Mobile App
REV-01355,Positive,Positive,Mobile App
REV-01356,Positive,Positive,Mobile App
REV-01357,Neutral,Neutral,Mobile App
REV-01358,Negative,Negative,Mobile App
REV-01359,Positive,Positive,Mobile App
REV-01360,Positive,Neutral,Mobile App
REV-01361,Negative,Negative,Website
REV-01362,Positive,Positive,Website
REV-01363,Positive,Positive,Website
REV-01364,Positive,Positive,Website
REV-01365,Negative,Negative,Website
REV-01366,Positive,Neutral,Website
REV-01367,Positive,Positive,Website
REV-01368,Negative,Negative,Website
REV-01369,Negative,Negative,Website
REV-01370,Positive,Positive,Mobile App
REV-01371,Negative,Negative,Mobile App
REV-01372,Positive,Neutral,Website
REV-01373,Neutral,Neutral,Mobile App
REV-01374,Negative,Negative,Mobile App
REV-01375,Positive,Positive,Website
REV-01376,Neutral,Neutral,Website
REV-01377,Positive,Positive,Website
REV-01378,Neutral,Negative,Mobile App
REV-01379,Positive,Positive,Mobile App
REV-01380,Negative,Negative,Website
REV-01381,Neutral,Negative,Mobile App
REV-01382,Positive,Positive,Mobile App
REV-01383,Negative,Negative,Mobile App
REV-01384,Positive,Positive,Website
REV-01385,Neutral,Neutral,Mobile App
REV-01386,Positive,Positive,Mobile App
REV-01387,Negative,Negative,Mobile App
REV-01388,Positive,Neutral,Mobile App
REV-01389,Neutral,Negative,Mobile App
REV-01390,Negative,Negative,Mobile App
REV-01391,Negative,Negative,Mobile App
REV-01392,Negative,Negative,Website
REV-01393,Positive,Neutral,Website
REV-01394,Neutral,Positive,Mobile App
REV-01395,Positive,Positive,Website
REV-01396,Neutral,Neutral,Mobile App
REV-01397,Negative,Negative,Mobile App
REV-01398,Positive,Positive,Mobile App
REV-01399,Positive,Positive,Website
REV-01400,Negative,Negative,Mobile App
REV-01401,Negative,Negative,Mobile App
REV-01402,Negative,Negative,Website
REV-01403,Positive,Positive,Website
REV-01404,Positive,Positive,Mobile App
REV-01405,Neutral,Neutral,Website
REV-01406,Positive,Positive,Website
REV-01407,Positive,Positive,Mobile App
REV-01408,Positive,Positive,Mobile App
REV-01409,Positive,Positive,Mobile App
REV-01410,Negative,Negative,Website
REV-01411,Negative,Negative,Website
REV-01412,Negative,Negative,Website
REV-01413,Negative,Negative,Mobile App
REV-01414,Positive,Positive,Website
REV-01415,Positive,Positive,Website
REV-01416,Negative,Negative,Mobile App
REV-01417,Negative,Negative,Mobile App
REV-01418,Neutral,Neutral,Mobile App
REV-01419,Positive,Positive,Website
REV-01420,Neutral,Negative,Mobile App
REV-01421,Positive,Positive,Website
REV-01422,Negative,Negative,Website
REV-01423,Negative,Negative,Mobile App
REV-01424,Positive,Positive,Mobile App
REV-01425,Positive,Positive,Mobile App
REV-01426,Negative,Negative,Mobile App
REV-01427,Positive,Neutral,Mobile App
REV-01428,Positive,Positive,Website
REV-01429,Positive,Positive,Website
REV-01430,Neutral,Neutral,Website
REV-01431,Positive,Positive,Mobile App
REV-01432,Neutral,Neutral,Website
REV-01433,Positive,Positive,Mobile App
REV-01434,Negative,Negative,Mobile App
REV-01435,Negative,Negative,Website
REV-01436,Neutral,Neutral,Website
REV-01437,Positive,Positive,Mobile App
REV-01438,Negative,Positive,Website
REV-01439,Positive,Positive,Mobile App
REV-01440,Positive,Positive,Website
REV-01441,Negative,Negative,Website
REV-01442,Positive,Positive,Website
REV-01443,Neutral,Neutral,Website
REV-01444,Positive,Positive,Website
REV-01445,Negative,Positive,Mobile App
REV-01446,Positive,Positive,Website
REV-01447,Positive,Positive,Website
REV-01448,Positive,Positive,Website
REV-01449,Positive,Positive,Mobile App
REV-01450,Neutral,Neutral,Mobile App
REV-01451,Positive,Positive,Mobile App
REV-01452,Positive,Positive,Mobile App
REV-01453,Positive,Positive,Mobile App
REV-01454,Negative,Neutral,Website
REV-01455,Positive,Neutral,Website
REV-01456,Positive,Positive,Website
REV-01457,Positive,Positive,Mobile App
REV-01458,Negative,Negative,Mobile App
REV-01459,Positive,Positive,Website
REV-01460,Neutral,Neutral,Mobile App
REV-01461,Positive,Positive,Mobile App
REV-01462,Negative,Positive,Mobile App
REV-01463,Positive,Positive,Website
REV-01464,Positive,Positive,Website
REV-01465,Negative,Negative,Mobile App
REV-01466,Positive,Positive,Mobile App
REV-01467,Neutral,Neutral,Mobile App
REV-01468,Positive,Positive,Mobile App
REV-01469,Positive,Positive,Website
REV-01470,Positive,Positive,Mobile App
REV-01471,Positive,Positive,Website
REV-01472,Positive,Positive,Website
REV-01473,Neutral,Neutral,Website
REV-01474,Neutral,Neutral,Mobile App
REV-01475,Positive,Positive,Website
